Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
3/6/2025,Sell to Open,EXPE 03/14/2025 170.00 P,PUT EXPEDIA GROUP INC $170 EXP 03/14/25,2,$0.41 ,$0.53 ,$81.47 
3/6/2025,Buy to Open,CVX 01/16/2026 150.00 P,PUT CHEVRON CORP NEW $150 EXP 01/16/26,9,$12.65 ,$2.35 ,"($11,387.35)"
3/6/2025,Sell to Close,CVX 03/21/2025 150.00 P,PUT CHEVRON CORP NEW $150 EXP 03/21/25,9,$2.95 ,$2.45 ,"$2,652.55 "
3/6/2025,Sell to Open,ORCL 03/14/2025 130.00 P,PUT ORACLE CORP $130 EXP 03/14/25,2,$0.83 ,$0.53 ,$165.47 
3/6/2025,Cash Dividend,AGG,ISHARES CORE US AGGREGATE BOND ETF,,,,$60.84 
03/06/2025 as of 03/05/2025,Buy to Close,SPXW 03/05/2025 5840.00 C,CALL S & P ...500 INDEX $5840 EXP 03/05/25,1,$2.63 ,,($263.00)
03/06/2025 as of 03/05/2025,Expired,SPXW 03/05/2025 5705.00 P,PUT S & P ...500 INDEX $5705 EXP 03/05/25,1,,,
03/06/2025 as of 03/05/2025,Expired,SPXW 03/05/2025 5845.00 C,CALL S & P ...500 INDEX $5845 EXP 03/05/25,-1,,,
03/06/2025 as of 03/05/2025,Expired,SPXW 03/05/2025 5700.00 P,PUT S & P ...500 INDEX $5700 EXP 03/05/25,-1,,,
3/5/2025,Sell to Open,IBIT 03/14/2025 56.00 C,CALL ISHR BITCOIN TR ETF$56 EXP 03/14/25,3,$0.56 ,$0.79 ,$167.21 
3/5/2025,Sell to Open,IBIT 03/14/2025 48.00 P,PUT ISHR BITCOIN TR ETF $48 EXP 03/14/25,1,$0.79 ,$0.26 ,$78.74 
3/5/2025,Sell to Open,CVX 03/14/2025 143.00 P,PUT CHEVRON CORP NEW $143 EXP 03/14/25,1,$0.53 ,$0.26 ,$52.74 
3/4/2025,Buy to Open,SPXW 03/05/2025 5700.00 P,PUT S & P ...500 INDEX $5700 EXP 03/05/25,1,$8.96 ,$0.82 ,($896.82)
3/4/2025,Sell to Open,SPXW 03/05/2025 5705.00 P,PUT S & P ...500 INDEX $5705 EXP 03/05/25,1,$9.84 ,$0.82 ,$983.18 
3/4/2025,Buy to Open,SPXW 03/05/2025 5845.00 C,CALL S & P ...500 INDEX $5845 EXP 03/05/25,1,$11.11 ,$0.82 ,"($1,111.82)"
3/4/2025,Sell to Open,SPXW 03/05/2025 5840.00 C,CALL S & P ...500 INDEX $5840 EXP 03/05/25,1,$12.43 ,$0.82 ,"$1,242.18 "
3/4/2025,Sell,COST,COSTCO WHSL CORP NEW,300,"$1,041.41 ",$8.74 ,"$312,412.91 "
3/4/2025,Buy to Close,COST 03/07/2025 1050.00 C,CALL COSTCO WHSL CORP NE$1050 EXP 03/07/25,3,$19.56 ,$0.78 ,"($5,868.78)"
3/4/2025,Sell to Close,COST 03/07/2025 1045.00 P,PUT COSTCO WHSL CORP NEW$1045 EXP 03/07/25,3,$24.78 ,$1.00 ,"$7,433.00 "
3/3/2025,Sell to Open,AAPL 03/07/2025 252.50 C,CALL APPLE INC $252.5 EXP 03/07/25,10,$0.23 ,$2.65 ,$227.35 
3/3/2025,Sell to Open,MCD 03/14/2025 290.00 P,PUT MCDONALDS CORP $290 EXP 03/14/25,2,$0.52 ,$0.53 ,$103.47 
3/3/2025,Buy to Close,INTC 03/07/2025 22.00 P,PUT INTEL CORP $22 EXP 03/07/25,45,$0.13 ,$11.74 ,($596.74)
3/3/2025,Sell to Open,INTC 03/07/2025 23.50 P,PUT INTEL CORP $23.5 EXP 03/07/25,45,$0.51 ,$11.93 ,"$2,283.07 "
3/3/2025,Sell to Close,INTC 03/21/2025 20.00 P,PUT INTEL CORP $20 EXP 03/21/25,45,$0.14 ,$11.89 ,$618.11 
3/3/2025,Buy to Open,INTC 06/18/2026 23.00 P,PUT INTEL CORP $23 EXP 06/18/26,45,$4.55 ,$11.74 ,"($20,486.74)"
3/3/2025,Sell to Open,AVGO 03/07/2025 160.00 P,PUT BROADCOM INC $160 EXP 03/07/25,3,$0.82 ,$0.80 ,$245.20 
3/3/2025,Sell to Open,CAT 03/07/2025 330.00 P,PUT CATERPILLAR INC $330 EXP 03/07/25,1,$1.01 ,$0.26 ,$100.74 
3/3/2025,Sell to Open,AAPL 03/07/2025 237.50 P,PUT APPLE INC $237.5 EXP 03/07/25,1,$1.08 ,$0.26 ,$107.74 
03/03/2025 as of 02/28/2025,Expired,WDAY 02/28/2025 270.00 C,CALL WORKDAY INC $270 EXP 02/28/25,1,,,
03/03/2025 as of 02/28/2025,Expired,ORCL 02/28/2025 160.00 P,PUT ORACLE CORP $160 EXP 02/28/25,3,,,
03/03/2025 as of 02/28/2025,Expired,MSFT 02/28/2025 385.00 P,PUT MICROSOFT CORP $385 EXP 02/28/25,1,,,
03/03/2025 as of 02/28/2025,Expired,MCD 02/28/2025 290.00 P,PUT MCDONALDS CORP $290 EXP 02/28/25,2,,,
03/03/2025 as of 02/28/2025,Expired,HD 02/28/2025 405.00 C,CALL HOME DEPOT INC $405 EXP 02/28/25,2,,,
03/03/2025 as of 02/28/2025,Expired,CAT 02/28/2025 325.00 P,PUT CATERPILLAR INC $325 EXP 02/28/25,1,,,
03/03/2025 as of 02/28/2025,Expired,CAT 02/28/2025 335.00 P,PUT CATERPILLAR INC $335 EXP 02/28/25,1,,,
03/03/2025 as of 02/28/2025,Expired,BLK 02/28/2025 930.00 P,PUT BLACKROCK INC NEW $930 EXP 02/28/25,1,,,
03/03/2025 as of 02/28/2025,Expired,AVGO 02/28/2025 195.00 P,PUT BROADCOM INC $195 EXP 02/28/25,2,,,
03/03/2025 as of 02/28/2025,Expired,AAPL 02/28/2025 240.00 P,PUT APPLE INC $240 EXP 02/28/25,1,,,
03/03/2025 as of 02/28/2025,Expired,AAPL 02/28/2025 260.00 C,CALL APPLE INC $260 EXP 02/28/25,10,,,
03/03/2025 as of 02/28/2025,Expired,AAPL 02/28/2025 255.00 C,CALL APPLE INC $255 EXP 02/28/25,10,,,
03/03/2025 as of 02/28/2025,Expired,SPY 02/28/2025 602.00 C,CALL SPDR S&P ...500 $602 EXP 02/28/25,2,,,
03/03/2025 as of 02/28/2025,Expired,SPY 02/28/2025 605.00 C,CALL SPDR S&P ...500 $605 EXP 02/28/25,-2,,,
03/03/2025 as of 02/28/2025,Expired,SPY 02/28/2025 590.00 P,PUT SPDR S&P ...500 $590 EXP 02/28/25,2,,,
03/03/2025 as of 02/28/2025,Expired,SPY 02/28/2025 587.00 P,PUT SPDR S&P ...500 $587 EXP 02/28/25,-2,,,
03/03/2025 as of 02/28/2025,Assigned,ORCL 02/28/2025 170.00 P,PUT ORACLE CORP $170 EXP 02/28/25,3,,,
03/03/2025 as of 02/28/2025,Assigned,AVGO 02/28/2025 207.50 P,PUT BROADCOM INC $207.5 EXP 02/28/25,1,,,
03/03/2025 as of 02/28/2025,Buy,ORCL,ORACLE CORP,300,$170.00 ,,"($51,000.00)"
03/03/2025 as of 02/28/2025,Buy,AVGO,BROADCOM INC,100,$207.50 ,,"($20,750.00)"
2/28/2025,Buy to Close,WDAY 02/28/2025 270.00 C,CALL WORKDAY INC $270 EXP 02/28/25,1,$0.03 ,$0.01 ,($3.01)
2/28/2025,Buy to Close,AAPL 03/07/2025 242.50 C,CALL APPLE INC $242.5 EXP 03/07/25,1,$2.92 ,$0.26 ,($292.26)
2/28/2025,Sell to Open,WDAY 03/07/2025 272.50 C,CALL WORKDAY INC $272.5 EXP 03/07/25,2,$1.42 ,$0.54 ,$283.46 
2/28/2025,Sell to Open,MSFT 03/07/2025 360.00 P,PUT MICROSOFT CORP $360 EXP 03/07/25,2,$0.41 ,$0.53 ,$81.47 
2/28/2025,Sell to Open,HD 03/07/2025 405.00 C,CALL HOME DEPOT INC $405 EXP 03/07/25,2,$1.45 ,$0.54 ,$289.46 
2/28/2025,Sell to Open,AAPL 03/07/2025 242.50 C,CALL APPLE INC $242.5 EXP 03/07/25,1,$1.40 ,$0.26 ,$139.74 
2/27/2025,Credit Interest,,SCHWAB1 INT 01/30-02/26,,,,$21.20 
2/27/2025,Margin Interest,,INTEREST 01/30THRU 02/26,,,,($18.10)
2/27/2025,Sell to Open,MSFT 03/07/2025 375.00 P,PUT MICROSOFT CORP $375 EXP 03/07/25,2,$1.07 ,$0.54 ,$213.46 
2/27/2025,Buy to Close,WDAY 02/28/2025 257.50 P,PUT WORKDAY INC $257.5 EXP 02/28/25,2,$0.55 ,$0.52 ,($110.52)
2/27/2025,Sell to Close,NKE 07/18/2025 70.00 P,PUT NIKE INC $70 EXP 07/18/25,10,$2.45 ,$2.71 ,"$2,447.29 "
2/27/2025,Buy to Close,NKE 02/28/2025 73.00 P,PUT NIKE INC $73 EXP 02/28/25,10,$0.02 ,$0.11 ,($20.11)
2/27/2025,Sell to Open,NVDA 03/07/2025 116.00 P,PUT NVIDIA CORP $116 EXP 03/07/25,1,$0.85 ,$0.26 ,$84.74 
2/27/2025,Sell to Open,NVDA 03/07/2025 118.00 P,PUT NVIDIA CORP $118 EXP 03/07/25,1,$1.20 ,$0.26 ,$119.74 
2/27/2025,Sell to Open,NVDA 03/07/2025 115.00 P,PUT NVIDIA CORP $115 EXP 03/07/25,1,$0.74 ,$0.26 ,$73.74 
2/27/2025,Sell to Open,ORCL 03/07/2025 160.00 P,PUT ORACLE CORP $160 EXP 03/07/25,3,$0.65 ,$0.80 ,$194.20 
2/27/2025,Buy to Open,SPY 02/28/2025 587.00 P,PUT SPDR S&P ...500 $587 EXP 02/28/25,2,$0.85 ,$0.52 ,($170.52)
2/27/2025,Sell to Open,SPY 02/28/2025 590.00 P,PUT SPDR S&P ...500 $590 EXP 02/28/25,2,$1.44 ,$0.54 ,$287.46 
2/27/2025,Buy to Open,SPY 02/28/2025 605.00 C,CALL SPDR S&P ...500 $605 EXP 02/28/25,2,$0.27 ,$0.52 ,($54.52)
2/27/2025,Sell to Open,SPY 02/28/2025 602.00 C,CALL SPDR S&P ...500 $602 EXP 02/28/25,2,$0.73 ,$0.53 ,$145.47 
2/27/2025,Sell to Open,WDAY 03/07/2025 247.50 P,PUT WORKDAY INC $247.5 EXP 03/07/25,2,$0.75 ,$0.53 ,$149.47 
2/27/2025,Sell to Open,XOM 03/07/2025 107.00 P,PUT EXXON MOBIL CORP $107 EXP 03/07/25,2,$0.52 ,$0.53 ,$103.47 
2/26/2025,Sell to Open,MCD 03/07/2025 295.00 P,PUT MCDONALDS CORP $295 EXP 03/07/25,2,$0.94 ,$0.54 ,$187.46 
2/26/2025,Buy to Close,WDAY 02/28/2025 220.00 P,PUT WORKDAY INC $220 EXP 02/28/25,2,$0.02 ,$0.02 ,($4.02)
2/26/2025,Buy to Close,HD 02/28/2025 350.00 P,PUT HOME DEPOT INC $350 EXP 02/28/25,1,$0.01 ,$0.01 ,($1.01)
2/26/2025,Sell to Open,HD 03/07/2025 380.00 P,PUT HOME DEPOT INC $380 EXP 03/07/25,1,$1.17 ,$0.26 ,$116.74 
2/26/2025,Sell to Open,WDAY 02/28/2025 257.50 P,PUT WORKDAY INC $257.5 EXP 02/28/25,2,$0.90 ,$0.54 ,$179.46 
2/25/2025,Sell to Open,HD 02/28/2025 405.00 C,CALL HOME DEPOT INC $405 EXP 02/28/25,2,$2.59 ,$0.54 ,$517.46 
2/25/2025,Sell to Close,GOOGL 03/21/2025 180.00 P,PUT ALPHABET INC $180 EXP 03/21/25,20,$6.75 ,$5.66 ,"$13,494.34 "
2/25/2025,Sell,GOOGL,ALPHABET INC CLASS A,"1,000",$176.80 ,$5.09 ,"$176,794.91 "
2/25/2025,Buy to Close,GOOGL 03/21/2025 200.00 P,PUT ALPHABET INC $200 EXP 03/21/25,10,$23.30 ,$2.61 ,"($23,302.61)"
2/25/2025,Buy to Close,GOOGL 02/28/2025 185.00 C,CALL ALPHABET INC $185 EXP 02/28/25,10,$0.19 ,$2.61 ,($192.61)
2/25/2025,Sell to Open,AVGO 02/28/2025 195.00 P,PUT BROADCOM INC $195 EXP 02/28/25,2,$1.89 ,$0.54 ,$377.46 
2/25/2025,Buy to Close,HD 02/28/2025 380.00 P,PUT HOME DEPOT INC $380 EXP 02/28/25,1,$0.60 ,$0.26 ,($60.26)
2/25/2025,Sell to Open,HD 02/28/2025 380.00 P,PUT HOME DEPOT INC $380 EXP 02/28/25,1,$1.40 ,$0.26 ,$139.74 
2/24/2025,Sell to Open,GOOGL 02/28/2025 185.00 C,CALL ALPHABET INC $185 EXP 02/28/25,10,$0.85 ,$2.66 ,$847.34 
2/24/2025,Sell to Open,MSFT 02/28/2025 385.00 P,PUT MICROSOFT CORP $385 EXP 02/28/25,1,$0.61 ,$0.26 ,$60.74 
02/24/2025 as of 02/21/2025,Expired,ORCL 02/21/2025 167.50 P,PUT ORACLE CORP $167.5 EXP 02/21/25,3,,,
02/24/2025 as of 02/21/2025,Expired,INTC 02/21/2025 21.50 P,PUT INTEL CORP $21.5 EXP 02/21/25,25,,,
02/24/2025 as of 02/21/2025,Expired,AVGO 02/21/2025 217.50 P,PUT BROADCOM INC $217.5 EXP 02/21/25,1,,,
02/24/2025 as of 02/21/2025,Expired,GBTC 02/21/2025 66.00 P,PUT GRYSCL BITCOIN TRST $66 EXP 02/21/25,2,,,
02/24/2025 as of 02/21/2025,Expired,ISRG 02/21/2025 565.00 P,PUT INTUITIVE SURGICAL I$565 EXP 02/21/25,2,,,
02/24/2025 as of 02/21/2025,Expired,CMI 02/21/2025 320.00 P,PUT CUMMINS INC $320 EXP 02/21/25,2,,,
02/24/2025 as of 02/21/2025,Expired,IBIT 02/21/2025 54.00 P,PUT ISHR BITCOIN TR ETF $54 EXP 02/21/25,1,,,
02/24/2025 as of 02/21/2025,Expired,MCD 02/21/2025 300.00 P,PUT MCDONALDS CORP $300 EXP 02/21/25,1,,,
02/24/2025 as of 02/21/2025,Expired,BLK 02/21/2025 950.00 P,PUT BLACKROCK INC NEW $950 EXP 02/21/25,2,,,
02/24/2025 as of 02/21/2025,Expired,INTC 02/21/2025 22.00 P,PUT INTEL CORP $22 EXP 02/21/25,20,,,
02/24/2025 as of 02/21/2025,Expired,AAPL 02/21/2025 235.00 P,PUT APPLE INC $235 EXP 02/21/25,1,,,
02/24/2025 as of 02/21/2025,Expired,MSFT 02/21/2025 405.00 P,PUT MICROSOFT CORP $405 EXP 02/21/25,5,,,
02/24/2025 as of 02/21/2025,Expired,MSFT 02/21/2025 395.00 P,PUT MICROSOFT CORP $395 EXP 02/21/25,5,,,
02/24/2025 as of 02/21/2025,Expired,MSFT 02/21/2025 390.00 P,PUT MICROSOFT CORP $390 EXP 02/21/25,2,,,
02/24/2025 as of 02/21/2025,Expired,GOOGL 02/21/2025 190.00 C,CALL ALPHABET INC $190 EXP 02/21/25,1,,,
02/24/2025 as of 02/21/2025,Expired,VGT 02/21/2025 570.00 P,PUT VNGRD INFO TECH $570 EXP 02/21/25,3,,,
02/24/2025 as of 02/21/2025,Expired,CAT 02/21/2025 370.00 C,CALL CATERPILLAR INC $370 EXP 02/21/25,4,,,
02/24/2025 as of 02/21/2025,Assigned,HD 02/21/2025 390.00 P,PUT HOME DEPOT INC $390 EXP 02/21/25,2,,,
02/24/2025 as of 02/21/2025,Assigned,GOOGL 02/21/2025 182.50 P,PUT ALPHABET INC $182.5 EXP 02/21/25,9,,,
02/24/2025 as of 02/21/2025,Buy,HD,HOME DEPOT INC,200,$390.00 ,,"($78,000.00)"
02/24/2025 as of 02/21/2025,Buy,GOOGL,ALPHABET INC CLASS A,900,$182.50 ,,"($164,250.00)"
2/21/2025,Sell to Open,HD 02/28/2025 350.00 P,PUT HOME DEPOT INC $350 EXP 02/28/25,1,$1.05 ,$0.26 ,$104.74 
2/21/2025,Sell to Open,ORCL 02/28/2025 160.00 P,PUT ORACLE CORP $160 EXP 02/28/25,3,$0.65 ,$0.80 ,$194.20 
2/21/2025,Sell to Open,BLK 02/28/2025 930.00 P,PUT BLACKROCK INC NEW $930 EXP 02/28/25,1,$1.40 ,$0.26 ,$139.74 
2/21/2025,Sell to Open,WDAY 02/28/2025 220.00 P,PUT WORKDAY INC $220 EXP 02/28/25,2,$1.10 ,$0.54 ,$219.46 
2/21/2025,Buy to Close,WDAY 02/21/2025 250.00 P,PUT WORKDAY INC $250 EXP 02/21/25,2,$0.15 ,$0.52 ,($30.52)
2/21/2025,Sell to Open,WDAY 02/28/2025 270.00 C,CALL WORKDAY INC $270 EXP 02/28/25,2,$7.40 ,$0.57 ,"$1,479.43 "
2/21/2025,Buy to Close,WDAY 02/21/2025 262.50 C,CALL WORKDAY INC $262.5 EXP 02/21/25,2,$0.10 ,$0.52 ,($20.52)
2/21/2025,Sell to Open,CAT 02/28/2025 325.00 P,PUT CATERPILLAR INC $325 EXP 02/28/25,1,$0.45 ,$0.26 ,$44.74 
2/20/2025,Sell to Close,CF 02/21/2025 79.00 P,PUT CF INDS HLDGS INC $79 EXP 02/21/25,1,$0.35 ,$0.26 ,$34.74 
2/20/2025,Buy to Close,CF 02/21/2025 84.00 P,PUT CF INDS HLDGS INC $84 EXP 02/21/25,1,$3.78 ,$0.26 ,($378.26)
2/20/2025,Sell to Close,CF 02/21/2025 99.00 C,CALL CF INDS HLDGS INC $99 EXP 02/21/25,1,$0.52 ,$0.26 ,$51.74 
2/20/2025,Buy to Close,CF 02/21/2025 94.00 C,CALL CF INDS HLDGS INC $94 EXP 02/21/25,1,$0.59 ,$0.26 ,($59.26)
2/20/2025,Sell to Open,AAPL 02/28/2025 240.00 P,PUT APPLE INC $240 EXP 02/28/25,1,$1.10 ,$0.26 ,$109.74 
2/20/2025,Sell to Close,VIX 06/18/2025 16.00 C,CALL CBOE VOLATILITY IDX$16 EXP 06/18/25,10,$3.90 ,$6.81 ,"$3,893.19 "
2/20/2025,Sell to Open,INTC 03/07/2025 22.00 P,PUT INTEL CORP $22 EXP 03/07/25,45,$0.23 ,$11.90 ,"$1,023.10 "
2/19/2025,Sell to Open,MSFT 02/21/2025 405.00 P,PUT MICROSOFT CORP $405 EXP 02/21/25,5,$0.87 ,$1.32 ,$433.68 
2/19/2025,Sell to Open,CAT 02/28/2025 335.00 P,PUT CATERPILLAR INC $335 EXP 02/28/25,1,$1.02 ,$0.26 ,$101.74 
2/19/2025,Sell to Open,GBTC 03/21/2025 68.00 P,PUT GRYSCL BITCOIN TRST $68 EXP 03/21/25,2,$1.15 ,$0.54 ,$229.46 
2/19/2025,Sell to Open,MCD 02/28/2025 290.00 P,PUT MCDONALDS CORP $290 EXP 02/28/25,2,$0.45 ,$0.53 ,$89.47 
2/19/2025,Sell to Open,AVGO 02/28/2025 207.50 P,PUT BROADCOM INC $207.5 EXP 02/28/25,1,$1.24 ,$0.26 ,$123.74 
2/18/2025,Reinvest Dividend,SGUXX,SCHWAB GOVERNMENT MONEY ULTRA,,,,"$10,167.38 "
2/18/2025,Reinvest Shares,SGUXX,SCHWAB GOVERNMENT MONEY ULTRA,"10,167.38",$1.00 ,,"($10,167.38)"
2/18/2025,Sell,META,META PLATFORMS INC CLASS A,700,$713.79 ,$14.01 ,"$499,638.99 "
2/18/2025,Sell to Close,META 03/07/2025 750.00 P,PUT META PLATFORMS INC $750 EXP 03/07/25,7,$40.23 ,$2.63 ,"$28,158.37 "
2/18/2025,Buy to Close,META 03/07/2025 745.00 C,CALL META PLATFORMS INC $745 EXP 03/07/25,7,$6.72 ,$1.83 ,"($4,705.83)"
2/18/2025,Sell to Open,AAPL 02/28/2025 260.00 C,CALL APPLE INC $260 EXP 02/28/25,10,$0.26 ,$2.65 ,$257.35 
2/18/2025,Sell to Open,ORCL 02/28/2025 170.00 P,PUT ORACLE CORP $170 EXP 02/28/25,3,$0.67 ,$0.80 ,$200.20 
2/18/2025,Sell to Open,AAPL 02/28/2025 255.00 C,CALL APPLE INC $255 EXP 02/28/25,10,$0.66 ,$2.66 ,$657.34 
2/18/2025,Sell to Open,NKE 02/28/2025 73.00 P,PUT NIKE INC $73 EXP 02/28/25,10,$0.37 ,$2.65 ,$367.35 
2/18/2025,Sell to Open,CAT 02/21/2025 370.00 C,CALL CATERPILLAR INC $370 EXP 02/21/25,4,$0.27 ,$1.05 ,$106.95 
2/18/2025,Sell to Open,MCD 02/21/2025 300.00 P,PUT MCDONALDS CORP $300 EXP 02/21/25,1,$0.50 ,$0.26 ,$49.74 
2/18/2025,Sell to Open,GOOGL 02/21/2025 190.00 C,CALL ALPHABET INC $190 EXP 02/21/25,1,$0.43 ,$0.26 ,$42.74 
2/18/2025,Sell to Open,HD 02/21/2025 390.00 P,PUT HOME DEPOT INC $390 EXP 02/21/25,2,$0.49 ,$0.53 ,$97.47 
2/18/2025,Sell to Open,GOOGL 02/21/2025 182.50 P,PUT ALPHABET INC $182.5 EXP 02/21/25,9,$1.12 ,$2.41 ,"$1,005.59 "
2/18/2025,Sell to Open,WDAY 02/21/2025 262.50 C,CALL WORKDAY INC $262.5 EXP 02/21/25,2,$2.12 ,$0.54 ,$423.46 
2/18/2025,Sell,NVDA,NVIDIA CORP,300,$142.00 ,$1.23 ,"$42,598.77 "
02/18/2025 as of 02/14/2025,Sell,AAPL,APPLE INC,100,$235.00 ,$0.67 ,"$23,499.33 "
02/18/2025 as of 02/14/2025,Sell,INTC,INTEL CORP,"4,500",$22.00 ,$3.50 ,"$98,996.50 "
02/18/2025 as of 02/14/2025,Sell,NKE,NIKE INC CLASS B,"1,000",$73.00 ,$2.20 ,"$72,997.80 "
02/18/2025 as of 02/14/2025,Buy,TOL,TOLL BROS INC,100,$128.00 ,,"($12,800.00)"
02/18/2025 as of 02/14/2025,Buy,CAT,CATERPILLAR INC,100,$355.00 ,,"($35,500.00)"
02/18/2025 as of 02/14/2025,Buy,WDAY,WORKDAY INC CLASS A,200,$260.00 ,,"($52,000.00)"
02/18/2025 as of 02/14/2025,Expired,AAPL 02/14/2025 252.50 C,CALL APPLE INC $252.5 EXP 02/14/25,10,,,
02/18/2025 as of 02/14/2025,Expired,XOM 02/14/2025 113.00 C,CALL EXXON MOBIL CORP $113 EXP 02/14/25,3,,,
02/18/2025 as of 02/14/2025,Expired,XLK 02/14/2025 215.00 P,PUT SPDR TECHNOLOGY $215 EXP 02/14/25,2,,,
02/18/2025 as of 02/14/2025,Expired,WDAY 02/14/2025 250.00 P,PUT WORKDAY INC $250 EXP 02/14/25,2,,,
02/18/2025 as of 02/14/2025,Expired,WDAY 02/14/2025 240.00 P,PUT WORKDAY INC $240 EXP 02/14/25,2,,,
02/18/2025 as of 02/14/2025,Expired,ORCL 02/14/2025 165.00 P,PUT ORACLE CORP $165 EXP 02/14/25,3,,,
02/18/2025 as of 02/14/2025,Expired,MSFT 02/14/2025 405.00 P,PUT MICROSOFT CORP $405 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Expired,MCD 02/14/2025 295.00 P,PUT MCDONALDS CORP $295 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Expired,HD 02/14/2025 400.00 P,PUT HOME DEPOT INC $400 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Expired,HD 02/14/2025 390.00 P,PUT HOME DEPOT INC $390 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Expired,HD 02/14/2025 395.00 P,PUT HOME DEPOT INC $395 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Expired,GOOGL 02/14/2025 185.00 P,PUT ALPHABET INC $185 EXP 02/14/25,4,,,
02/18/2025 as of 02/14/2025,Expired,CAT 02/14/2025 380.00 C,CALL CATERPILLAR INC $380 EXP 02/14/25,3,,,
02/18/2025 as of 02/14/2025,Expired,BLK 02/14/2025 890.00 P,PUT BLACKROCK INC NEW $890 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Expired,BLK 02/14/2025 940.00 P,PUT BLACKROCK INC NEW $940 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Expired,BLK 02/14/2025 960.00 P,PUT BLACKROCK INC NEW $960 EXP 02/14/25,2,,,
02/18/2025 as of 02/14/2025,Expired,BLK 02/14/2025 970.00 P,PUT BLACKROCK INC NEW $970 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Assigned,AAPL 02/14/2025 235.00 C,CALL APPLE INC $235 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Assigned,INTC 02/14/2025 22.00 C,CALL INTEL CORP $22 EXP 02/14/25,45,,,
02/18/2025 as of 02/14/2025,Assigned,NKE 02/14/2025 73.00 C,CALL NIKE INC $73 EXP 02/14/25,10,,,
02/18/2025 as of 02/14/2025,Assigned,TOL 02/14/2025 128.00 P,PUT TOLL BROS INC $128 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Assigned,CAT 02/14/2025 355.00 P,PUT CATERPILLAR INC $355 EXP 02/14/25,1,,,
02/18/2025 as of 02/14/2025,Assigned,WDAY 02/14/2025 260.00 P,PUT WORKDAY INC $260 EXP 02/14/25,2,,,
2/14/2025,Sell to Open,WDAY 02/21/2025 250.00 P,PUT WORKDAY INC $250 EXP 02/21/25,2,$0.75 ,$0.53 ,$149.47 
2/14/2025,Sell to Close,QCOM 04/17/2025 145.00 P,PUT QUALCOMM INC $145 EXP 04/17/25,10,$0.85 ,$2.66 ,$847.34 
2/14/2025,Sell to Close,QCOM 04/17/2025 140.00 P,PUT QUALCOMM INC $140 EXP 04/17/25,3,$0.55 ,$0.79 ,$164.21 
2/14/2025,Sell,QCOM,QUALCOMM INC,200,$171.50 ,$0.98 ,"$34,299.02 "
2/14/2025,Buy to Close,QCOM 02/21/2025 175.00 C,CALL QUALCOMM INC $175 EXP 02/21/25,2,$1.01 ,$0.52 ,($202.52)
2/14/2025,Buy to Close,QCOM 02/21/2025 170.00 P,PUT QUALCOMM INC $170 EXP 02/21/25,11,$1.64 ,$2.87 ,"($1,806.87)"
2/14/2025,Buy to Close,QCOM 02/14/2025 175.00 C,CALL QUALCOMM INC $175 EXP 02/14/25,2,$0.01 ,$0.02 ,($2.02)
2/14/2025,Buy to Close,QCOM 02/14/2025 162.50 P,PUT QUALCOMM INC $162.5 EXP 02/14/25,5,$0.02 ,$0.05 ,($10.05)
2/14/2025,Buy to Close,QCOM 02/14/2025 165.00 P,PUT QUALCOMM INC $165 EXP 02/14/25,6,$0.02 ,$0.07 ,($12.07)
2/14/2025,Sell to Open,QCOM 02/21/2025 170.00 P,PUT QUALCOMM INC $170 EXP 02/21/25,11,$1.78 ,$2.95 ,"$1,955.05 "
2/14/2025,Sell to Open,QCOM 02/21/2025 175.00 C,CALL QUALCOMM INC $175 EXP 02/21/25,2,$0.97 ,$0.54 ,$193.46 
2/14/2025,Buy to Close,GOOGL 02/14/2025 180.00 P,PUT ALPHABET INC $180 EXP 02/14/25,5,$0.02 ,$0.05 ,($10.05)
2/14/2025,Buy to Close,GOOGL 02/14/2025 192.50 C,CALL ALPHABET INC $192.5 EXP 02/14/25,1,$0.01 ,$0.01 ,($1.01)
2/14/2025,Buy to Close,AVGO 02/14/2025 220.00 P,PUT BROADCOM INC $220 EXP 02/14/25,1,$0.02 ,$0.01 ,($2.01)
2/14/2025,Buy to Close,AVGO 02/14/2025 210.00 P,PUT BROADCOM INC $210 EXP 02/14/25,1,$0.01 ,$0.01 ,($1.01)
2/14/2025,Sell to Open,ORCL 02/21/2025 167.50 P,PUT ORACLE CORP $167.5 EXP 02/21/25,3,$0.56 ,$0.79 ,$167.21 
2/14/2025,Sell to Open,ISRG 02/21/2025 565.00 P,PUT INTUITIVE SURGICAL I$565 EXP 02/21/25,2,$0.60 ,$0.53 ,$119.47 
