Posted_Date,Transaction_Date,Action,Ticker,Expiry,Option_Type,Strike,Type,Status,Quantity,Price,Amount,Fees & Com,Total_Amount
03/05/2025,03/05/2025,Sell to Open,IBIT,03/14/2025,Call,56.0,Call Sell,Closed,3.0,0.56,167.21,0.79,166.42
03/05/2025,03/05/2025,Sell to Open,IBIT,03/14/2025,Put,48.0,Put Sell,Closed,1.0,0.79,78.74,0.26,78.48
03/05/2025,03/05/2025,Sell to Open,CVX,03/14/2025,Put,143.0,Put Sell,Closed,1.0,0.53,52.74,0.26,52.48
03/04/2025,03/04/2025,Buy to Open,SPXW,03/05/2025,Put,5700.0,Put Buy,Closed,1.0,8.96,-896.82,0.82,-897.64
03/04/2025,03/04/2025,Sell to Open,SPXW,03/05/2025,Put,5705.0,Put Sell,Closed,1.0,9.84,983.18,0.82,982.36
03/04/2025,03/04/2025,Buy to Open,SPXW,03/05/2025,Call,5845.0,Call Buy,Closed,1.0,11.11,-1111.82,0.82,-1112.64
03/04/2025,03/04/2025,Sell to Open,SPXW,03/05/2025,Call,5840.0,Call Sell,Closed,1.0,12.43,1242.18,0.82,1241.36
03/04/2025,03/04/2025,Sell,COST,,,0.0,Stock Sell,Stock Trade,300.0,1041.41,312412.91,8.74,312404.17
03/04/2025,03/04/2025,Buy to Close,COST,03/07/2025,Call,1050.0,Call Buy,Closed,3.0,19.56,-5868.78,0.78,-5869.56
03/04/2025,03/04/2025,Sell to Close,COST,03/07/2025,Put,1045.0,Put Sell,Closed,3.0,24.78,7433.0,1.0,7432.0
03/03/2025,03/03/2025,Sell to Open,AAPL,03/07/2025,Call,252.5,Call Sell,Closed,10.0,0.23,227.35,2.65,224.7
03/03/2025,03/03/2025,Sell to Open,MCD,03/14/2025,Put,290.0,Put Sell,Closed,2.0,0.52,103.47,0.53,102.94
03/03/2025,03/03/2025,Buy to Close,INTC,03/07/2025,Put,22.0,Put Buy,Closed,45.0,0.13,-596.74,11.74,-608.48
03/03/2025,03/03/2025,Sell to Open,INTC,03/07/2025,Put,23.5,Put Sell,Closed,45.0,0.51,2283.07,11.93,2271.14
03/03/2025,03/03/2025,Sell to Close,INTC,03/21/2025,Put,20.0,Put Sell,Closed,45.0,0.14,618.11,11.89,606.22
03/03/2025,03/03/2025,Buy to Open,INTC,06/18/2026,Put,23.0,Put Buy,Open,45.0,4.55,-20486.74,11.74,-20498.48
03/03/2025,03/03/2025,Sell to Open,AVGO,03/07/2025,Put,160.0,Put Sell,Closed,3.0,0.82,245.2,0.8,244.4
03/03/2025,03/03/2025,Sell to Open,CAT,03/07/2025,Put,330.0,Put Sell,Closed,1.0,1.01,100.74,0.26,100.48
03/03/2025,03/03/2025,Sell to Open,AAPL,03/07/2025,Put,237.5,Put Sell,Closed,1.0,1.08,107.74,0.26,107.48
03/03/2025,02/28/2025,Expired,WDAY,02/28/2025,Call,270.0,Call Expired,Closed,1.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,ORCL,02/28/2025,Put,160.0,Put Expired,Closed,3.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,MSFT,02/28/2025,Put,385.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,MCD,02/28/2025,Put,290.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,HD,02/28/2025,Call,405.0,Call Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,CAT,02/28/2025,Put,325.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,CAT,02/28/2025,Put,335.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,BLK,02/28/2025,Put,930.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,AVGO,02/28/2025,Put,195.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,AAPL,02/28/2025,Put,240.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,AAPL,02/28/2025,Call,260.0,Call Expired,Closed,10.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,AAPL,02/28/2025,Call,255.0,Call Expired,Closed,10.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,SPY,02/28/2025,Call,602.0,Call Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,SPY,02/28/2025,Call,605.0,Call Expired,Closed,-2.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,SPY,02/28/2025,Put,590.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Expired,SPY,02/28/2025,Put,587.0,Put Expired,Closed,-2.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Assigned,ORCL,02/28/2025,Put,170.0,Put Assigned,Closed,3.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Assigned,AVGO,02/28/2025,Put,207.5,Put Assigned,Closed,1.0,0.0,0.0,0.0,0.0
03/03/2025,02/28/2025,Buy,ORCL,,,0.0,Stock Buy,Stock Trade,300.0,170.0,-51000.0,0.0,-51000.0
03/03/2025,02/28/2025,Buy,AVGO,,,0.0,Stock Buy,Stock Trade,100.0,207.5,-20750.0,0.0,-20750.0
02/28/2025,02/28/2025,Buy to Close,WDAY,02/28/2025,Call,270.0,Call Buy,Closed,1.0,0.03,-3.01,0.01,-3.02
02/28/2025,02/28/2025,Buy to Close,AAPL,03/07/2025,Call,242.5,Call Buy,Closed,1.0,2.92,-292.26,0.26,-292.52
02/28/2025,02/28/2025,Sell to Open,WDAY,03/07/2025,Call,272.5,Call Sell,Closed,2.0,1.42,283.46,0.54,282.92
02/28/2025,02/28/2025,Sell to Open,MSFT,03/07/2025,Put,360.0,Put Sell,Closed,2.0,0.41,81.47,0.53,80.94
02/28/2025,02/28/2025,Sell to Open,HD,03/07/2025,Call,405.0,Call Sell,Closed,2.0,1.45,289.46,0.54,288.92
02/28/2025,02/28/2025,Sell to Open,AAPL,03/07/2025,Call,242.5,Call Sell,Closed,1.0,1.4,139.74,0.26,139.48
02/27/2025,02/27/2025,Credit Interest,,,,0.0,Interest,Credit Interest,0.0,0.0,21.2,0.0,21.2
02/27/2025,02/27/2025,Margin Interest,,,,0.0,Interest,Margin Interest,0.0,0.0,-18.1,0.0,-18.1
02/27/2025,02/27/2025,Sell to Open,MSFT,03/07/2025,Put,375.0,Put Sell,Closed,2.0,1.07,213.46,0.54,212.92
02/27/2025,02/27/2025,Buy to Close,WDAY,02/28/2025,Put,257.5,Put Buy,Closed,2.0,0.55,-110.52,0.52,-111.04
02/27/2025,02/27/2025,Sell to Close,NKE,07/18/2025,Put,70.0,Put Sell,Open,10.0,2.45,2447.29,2.71,2444.58
02/27/2025,02/27/2025,Buy to Close,NKE,02/28/2025,Put,73.0,Put Buy,Closed,10.0,0.02,-20.11,0.11,-20.22
02/27/2025,02/27/2025,Sell to Open,NVDA,03/07/2025,Put,116.0,Put Sell,Closed,1.0,0.85,84.74,0.26,84.48
02/27/2025,02/27/2025,Sell to Open,NVDA,03/07/2025,Put,118.0,Put Sell,Closed,1.0,1.2,119.74,0.26,119.48
02/27/2025,02/27/2025,Sell to Open,NVDA,03/07/2025,Put,115.0,Put Sell,Closed,1.0,0.74,73.74,0.26,73.48
02/27/2025,02/27/2025,Sell to Open,ORCL,03/07/2025,Put,160.0,Put Sell,Closed,3.0,0.65,194.2,0.8,193.4
02/27/2025,02/27/2025,Buy to Open,SPY,02/28/2025,Put,587.0,Put Buy,Closed,2.0,0.85,-170.52,0.52,-171.04
02/27/2025,02/27/2025,Sell to Open,SPY,02/28/2025,Put,590.0,Put Sell,Closed,2.0,1.44,287.46,0.54,286.92
02/27/2025,02/27/2025,Buy to Open,SPY,02/28/2025,Call,605.0,Call Buy,Closed,2.0,0.27,-54.52,0.52,-55.04
02/27/2025,02/27/2025,Sell to Open,SPY,02/28/2025,Call,602.0,Call Sell,Closed,2.0,0.73,145.47,0.53,144.94
02/27/2025,02/27/2025,Sell to Open,WDAY,03/07/2025,Put,247.5,Put Sell,Closed,2.0,0.75,149.47,0.53,148.94
02/27/2025,02/27/2025,Sell to Open,XOM,03/07/2025,Put,107.0,Put Sell,Closed,2.0,0.52,103.47,0.53,102.94
02/26/2025,02/26/2025,Sell to Open,MCD,03/07/2025,Put,295.0,Put Sell,Closed,2.0,0.94,187.46,0.54,186.92
02/26/2025,02/26/2025,Buy to Close,WDAY,02/28/2025,Put,220.0,Put Buy,Closed,2.0,0.02,-4.02,0.02,-4.04
02/26/2025,02/26/2025,Buy to Close,HD,02/28/2025,Put,350.0,Put Buy,Closed,1.0,0.01,-1.01,0.01,-1.02
02/26/2025,02/26/2025,Sell to Open,HD,03/07/2025,Put,380.0,Put Sell,Closed,1.0,1.17,116.74,0.26,116.48
02/26/2025,02/26/2025,Sell to Open,WDAY,02/28/2025,Put,257.5,Put Sell,Closed,2.0,0.9,179.46,0.54,178.92
02/25/2025,02/25/2025,Sell to Open,HD,02/28/2025,Call,405.0,Call Sell,Closed,2.0,2.59,517.46,0.54,516.92
02/25/2025,02/25/2025,Sell to Close,GOOGL,03/21/2025,Put,180.0,Put Sell,Closed,20.0,6.75,13494.34,5.66,13488.68
02/25/2025,02/25/2025,Sell,GOOGL,,,0.0,Stock Sell,Stock Trade,1000.0,176.8,176794.91,5.09,176789.82
02/25/2025,02/25/2025,Buy to Close,GOOGL,03/21/2025,Put,200.0,Put Buy,Closed,10.0,23.3,-23302.61,2.61,-23305.22
02/25/2025,02/25/2025,Buy to Close,GOOGL,02/28/2025,Call,185.0,Call Buy,Closed,10.0,0.19,-192.61,2.61,-195.22
02/25/2025,02/25/2025,Sell to Open,AVGO,02/28/2025,Put,195.0,Put Sell,Closed,2.0,1.89,377.46,0.54,376.92
02/25/2025,02/25/2025,Buy to Close,HD,02/28/2025,Put,380.0,Put Buy,Closed,1.0,0.6,-60.26,0.26,-60.52
02/25/2025,02/25/2025,Sell to Open,HD,02/28/2025,Put,380.0,Put Sell,Closed,1.0,1.4,139.74,0.26,139.48
02/24/2025,02/24/2025,Sell to Open,GOOGL,02/28/2025,Call,185.0,Call Sell,Closed,10.0,0.85,847.34,2.66,844.68
02/24/2025,02/24/2025,Sell to Open,MSFT,02/28/2025,Put,385.0,Put Sell,Closed,1.0,0.61,60.74,0.26,60.48
02/24/2025,02/21/2025,Expired,ORCL,02/21/2025,Put,167.5,Put Expired,Closed,3.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,INTC,02/21/2025,Put,21.5,Put Expired,Closed,25.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,AVGO,02/21/2025,Put,217.5,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,GBTC,02/21/2025,Put,66.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,ISRG,02/21/2025,Put,565.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,CMI,02/21/2025,Put,320.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,IBIT,02/21/2025,Put,54.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,MCD,02/21/2025,Put,300.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,BLK,02/21/2025,Put,950.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,INTC,02/21/2025,Put,22.0,Put Expired,Closed,20.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,AAPL,02/21/2025,Put,235.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,MSFT,02/21/2025,Put,405.0,Put Expired,Closed,5.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,MSFT,02/21/2025,Put,395.0,Put Expired,Closed,5.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,MSFT,02/21/2025,Put,390.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,GOOGL,02/21/2025,Call,190.0,Call Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,VGT,02/21/2025,Put,570.0,Put Expired,Closed,3.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Expired,CAT,02/21/2025,Call,370.0,Call Expired,Closed,4.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Assigned,HD,02/21/2025,Put,390.0,Put Assigned,Closed,2.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Assigned,GOOGL,02/21/2025,Put,182.5,Put Assigned,Closed,9.0,0.0,0.0,0.0,0.0
02/24/2025,02/21/2025,Buy,HD,,,0.0,Stock Buy,Stock Trade,200.0,390.0,-78000.0,0.0,-78000.0
02/24/2025,02/21/2025,Buy,GOOGL,,,0.0,Stock Buy,Stock Trade,900.0,182.5,-164250.0,0.0,-164250.0
02/21/2025,02/21/2025,Sell to Open,HD,02/28/2025,Put,350.0,Put Sell,Closed,1.0,1.05,104.74,0.26,104.48
02/21/2025,02/21/2025,Sell to Open,ORCL,02/28/2025,Put,160.0,Put Sell,Closed,3.0,0.65,194.2,0.8,193.4
02/21/2025,02/21/2025,Sell to Open,BLK,02/28/2025,Put,930.0,Put Sell,Closed,1.0,1.4,139.74,0.26,139.48
02/21/2025,02/21/2025,Sell to Open,WDAY,02/28/2025,Put,220.0,Put Sell,Closed,2.0,1.1,219.46,0.54,218.92
02/21/2025,02/21/2025,Buy to Close,WDAY,02/21/2025,Put,250.0,Put Buy,Closed,2.0,0.15,-30.52,0.52,-31.04
02/21/2025,02/21/2025,Sell to Open,WDAY,02/28/2025,Call,270.0,Call Sell,Closed,2.0,7.4,1479.43,0.57,1478.86
02/21/2025,02/21/2025,Buy to Close,WDAY,02/21/2025,Call,262.5,Call Buy,Closed,2.0,0.1,-20.52,0.52,-21.04
02/21/2025,02/21/2025,Sell to Open,CAT,02/28/2025,Put,325.0,Put Sell,Closed,1.0,0.45,44.74,0.26,44.48
02/20/2025,02/20/2025,Sell to Close,CF,02/21/2025,Put,79.0,Put Sell,Closed,1.0,0.35,34.74,0.26,34.48
02/20/2025,02/20/2025,Buy to Close,CF,02/21/2025,Put,84.0,Put Buy,Closed,1.0,3.78,-378.26,0.26,-378.52
02/20/2025,02/20/2025,Sell to Close,CF,02/21/2025,Call,99.0,Call Sell,Closed,1.0,0.52,51.74,0.26,51.48
02/20/2025,02/20/2025,Buy to Close,CF,02/21/2025,Call,94.0,Call Buy,Closed,1.0,0.59,-59.26,0.26,-59.52
02/20/2025,02/20/2025,Sell to Open,AAPL,02/28/2025,Put,240.0,Put Sell,Closed,1.0,1.1,109.74,0.26,109.48
02/20/2025,02/20/2025,Sell to Close,VIX,06/18/2025,Call,16.0,Call Sell,Open,10.0,3.9,3893.19,6.81,3886.38
02/20/2025,02/20/2025,Sell to Open,INTC,03/07/2025,Put,22.0,Put Sell,Closed,45.0,0.23,1023.1,11.9,1011.2
02/19/2025,02/19/2025,Sell to Open,MSFT,02/21/2025,Put,405.0,Put Sell,Closed,5.0,0.87,433.68,1.32,432.36
02/19/2025,02/19/2025,Sell to Open,CAT,02/28/2025,Put,335.0,Put Sell,Closed,1.0,1.02,101.74,0.26,101.48
02/19/2025,02/19/2025,Sell to Open,GBTC,03/21/2025,Put,68.0,Put Sell,Closed,2.0,1.15,229.46,0.54,228.92
02/19/2025,02/19/2025,Sell to Open,MCD,02/28/2025,Put,290.0,Put Sell,Closed,2.0,0.45,89.47,0.53,88.94
02/19/2025,02/19/2025,Sell to Open,AVGO,02/28/2025,Put,207.5,Put Sell,Closed,1.0,1.24,123.74,0.26,123.48
02/18/2025,02/18/2025,Reinvest Dividend,SGUXX,,,0.0,Reinvest Dividend,Reinvest Dividend,0.0,0.0,10167.38,0.0,10167.38
02/18/2025,02/18/2025,Reinvest Shares,SGUXX,,,0.0,Reinvest Shares,Reinvest Shares,10167.38,1.0,-10167.38,0.0,-10167.38
02/18/2025,02/18/2025,Sell,META,,,0.0,Stock Sell,Stock Trade,700.0,713.79,499638.99,14.01,499624.98
02/18/2025,02/18/2025,Sell to Close,META,03/07/2025,Put,750.0,Put Sell,Closed,7.0,40.23,28158.37,2.63,28155.74
02/18/2025,02/18/2025,Buy to Close,META,03/07/2025,Call,745.0,Call Buy,Closed,7.0,6.72,-4705.83,1.83,-4707.66
02/18/2025,02/18/2025,Sell to Open,AAPL,02/28/2025,Call,260.0,Call Sell,Closed,10.0,0.26,257.35,2.65,254.7
02/18/2025,02/18/2025,Sell to Open,ORCL,02/28/2025,Put,170.0,Put Sell,Closed,3.0,0.67,200.2,0.8,199.4
02/18/2025,02/18/2025,Sell to Open,AAPL,02/28/2025,Call,255.0,Call Sell,Closed,10.0,0.66,657.34,2.66,654.68
02/18/2025,02/18/2025,Sell to Open,NKE,02/28/2025,Put,73.0,Put Sell,Closed,10.0,0.37,367.35,2.65,364.7
02/18/2025,02/18/2025,Sell to Open,CAT,02/21/2025,Call,370.0,Call Sell,Closed,4.0,0.27,106.95,1.05,105.9
02/18/2025,02/18/2025,Sell to Open,MCD,02/21/2025,Put,300.0,Put Sell,Closed,1.0,0.5,49.74,0.26,49.48
02/18/2025,02/18/2025,Sell to Open,GOOGL,02/21/2025,Call,190.0,Call Sell,Closed,1.0,0.43,42.74,0.26,42.48
02/18/2025,02/18/2025,Sell to Open,HD,02/21/2025,Put,390.0,Put Sell,Closed,2.0,0.49,97.47,0.53,96.94
02/18/2025,02/18/2025,Sell to Open,GOOGL,02/21/2025,Put,182.5,Put Sell,Closed,9.0,1.12,1005.59,2.41,1003.18
02/18/2025,02/18/2025,Sell to Open,WDAY,02/21/2025,Call,262.5,Call Sell,Closed,2.0,2.12,423.46,0.54,422.92
02/18/2025,02/18/2025,Sell,NVDA,,,0.0,Stock Sell,Stock Trade,300.0,142.0,42598.77,1.23,42597.54
02/18/2025,02/14/2025,Sell,AAPL,,,0.0,Stock Sell,Stock Trade,100.0,235.0,23499.33,0.67,23498.66
02/18/2025,02/14/2025,Sell,INTC,,,0.0,Stock Sell,Stock Trade,4500.0,22.0,98996.5,3.5,98993.0
02/18/2025,02/14/2025,Sell,NKE,,,0.0,Stock Sell,Stock Trade,1000.0,73.0,72997.8,2.2,72995.6
02/18/2025,02/14/2025,Buy,TOL,,,0.0,Stock Buy,Stock Trade,100.0,128.0,-12800.0,0.0,-12800.0
02/18/2025,02/14/2025,Buy,CAT,,,0.0,Stock Buy,Stock Trade,100.0,355.0,-35500.0,0.0,-35500.0
02/18/2025,02/14/2025,Buy,WDAY,,,0.0,Stock Buy,Stock Trade,200.0,260.0,-52000.0,0.0,-52000.0
02/18/2025,02/14/2025,Expired,AAPL,02/14/2025,Call,252.5,Call Expired,Closed,10.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,XOM,02/14/2025,Call,113.0,Call Expired,Closed,3.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,XLK,02/14/2025,Put,215.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,WDAY,02/14/2025,Put,250.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,WDAY,02/14/2025,Put,240.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,ORCL,02/14/2025,Put,165.0,Put Expired,Closed,3.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,MSFT,02/14/2025,Put,405.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,MCD,02/14/2025,Put,295.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,HD,02/14/2025,Put,400.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,HD,02/14/2025,Put,390.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,HD,02/14/2025,Put,395.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,GOOGL,02/14/2025,Put,185.0,Put Expired,Closed,4.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,CAT,02/14/2025,Call,380.0,Call Expired,Closed,3.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,BLK,02/14/2025,Put,890.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,BLK,02/14/2025,Put,940.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,BLK,02/14/2025,Put,960.0,Put Expired,Closed,2.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Expired,BLK,02/14/2025,Put,970.0,Put Expired,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Assigned,AAPL,02/14/2025,Call,235.0,Call Assigned,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Assigned,INTC,02/14/2025,Call,22.0,Call Assigned,Closed,45.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Assigned,NKE,02/14/2025,Call,73.0,Call Assigned,Closed,10.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Assigned,TOL,02/14/2025,Put,128.0,Put Assigned,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Assigned,CAT,02/14/2025,Put,355.0,Put Assigned,Closed,1.0,0.0,0.0,0.0,0.0
02/18/2025,02/14/2025,Assigned,WDAY,02/14/2025,Put,260.0,Put Assigned,Closed,2.0,0.0,0.0,0.0,0.0
02/14/2025,02/14/2025,Sell to Open,WDAY,02/21/2025,Put,250.0,Put Sell,Closed,2.0,0.75,149.47,0.53,148.94
02/14/2025,02/14/2025,Sell to Close,QCOM,04/17/2025,Put,145.0,Put Sell,Open,10.0,0.85,847.34,2.66,844.68
02/14/2025,02/14/2025,Sell to Close,QCOM,04/17/2025,Put,140.0,Put Sell,Open,3.0,0.55,164.21,0.79,163.42
02/14/2025,02/14/2025,Sell,QCOM,,,0.0,Stock Sell,Stock Trade,200.0,171.5,34299.02,0.98,34298.04
02/14/2025,02/14/2025,Buy to Close,QCOM,02/21/2025,Call,175.0,Call Buy,Closed,2.0,1.01,-202.52,0.52,-203.04
02/14/2025,02/14/2025,Buy to Close,QCOM,02/21/2025,Put,170.0,Put Buy,Closed,11.0,1.64,-1806.87,2.87,-1809.74
02/14/2025,02/14/2025,Buy to Close,QCOM,02/14/2025,Call,175.0,Call Buy,Closed,2.0,0.01,-2.02,0.02,-2.04
02/14/2025,02/14/2025,Buy to Close,QCOM,02/14/2025,Put,162.5,Put Buy,Closed,5.0,0.02,-10.05,0.05,-10.1
02/14/2025,02/14/2025,Buy to Close,QCOM,02/14/2025,Put,165.0,Put Buy,Closed,6.0,0.02,-12.07,0.07,-12.14
02/14/2025,02/14/2025,Sell to Open,QCOM,02/21/2025,Put,170.0,Put Sell,Closed,11.0,1.78,1955.05,2.95,1952.1
02/14/2025,02/14/2025,Sell to Open,QCOM,02/21/2025,Call,175.0,Call Sell,Closed,2.0,0.97,193.46,0.54,192.92
02/14/2025,02/14/2025,Buy to Close,GOOGL,02/14/2025,Put,180.0,Put Buy,Closed,5.0,0.02,-10.05,0.05,-10.1
02/14/2025,02/14/2025,Buy to Close,GOOGL,02/14/2025,Call,192.5,Call Buy,Closed,1.0,0.01,-1.01,0.01,-1.02
02/14/2025,02/14/2025,Buy to Close,AVGO,02/14/2025,Put,220.0,Put Buy,Closed,1.0,0.02,-2.01,0.01,-2.02
02/14/2025,02/14/2025,Buy to Close,AVGO,02/14/2025,Put,210.0,Put Buy,Closed,1.0,0.01,-1.01,0.01,-1.02
02/14/2025,02/14/2025,Sell to Open,ORCL,02/21/2025,Put,167.5,Put Sell,Closed,3.0,0.56,167.21,0.79,166.42
02/14/2025,02/14/2025,Sell to Open,ISRG,02/21/2025,Put,565.0,Put Sell,Closed,2.0,0.6,119.47,0.53,118.94
02/14/2025,02/14/2025,Buy,COST,,,0.0,Stock Buy,Stock Trade,300.0,1071.37,-321411.0,0.0,-321411.0
02/14/2025,02/14/2025,Sell to Open,COST,03/07/2025,Call,1050.0,Call Sell,Closed,3.0,41.55,12463.86,1.14,12462.72
02/14/2025,02/14/2025,Buy to Open,COST,03/07/2025,Put,1045.0,Put Buy,Closed,3.0,16.08,-4824.78,0.78,-4825.56
02/14/2025,02/14/2025,Sell to Open,VGT,03/21/2025,Put,550.0,Put Sell,Closed,3.0,1.2,359.2,0.8,358.4
02/14/2025,02/14/2025,Buy,META,,,0.0,Stock Buy,Stock Trade,700.0,736.68,-515676.0,0.0,-515676.0
02/14/2025,02/14/2025,Buy to Open,META,03/07/2025,Put,750.0,Put Buy,Closed,7.0,25.46,-17823.83,1.83,-17825.66
02/14/2025,02/14/2025,Sell to Open,META,03/07/2025,Call,745.0,Call Sell,Closed,7.0,15.8,11057.84,2.16,11055.68
02/14/2025,02/14/2025,Sell to Open,BLK,02/21/2025,Put,950.0,Put Sell,Closed,2.0,2.32,463.46,0.54,462.92
02/14/2025,02/14/2025,Sell to Open,MSFT,02/21/2025,Put,395.0,Put Sell,Closed,5.0,0.95,473.68,1.32,472.36
02/14/2025,02/14/2025,Sell to Open,IYF,03/21/2025,Put,116.0,Put Sell,Closed,1.0,1.07,106.74,0.26,106.48
02/14/2025,02/14/2025,Sell to Open,IBIT,02/21/2025,Put,54.0,Put Sell,Closed,1.0,0.69,68.74,0.26,68.48
02/14/2025,02/14/2025,Sell to Open,INTC,02/21/2025,Put,21.5,Put Sell,Closed,25.0,0.23,563.39,6.61,556.78
02/14/2025,02/14/2025,Sell to Open,CMI,03/21/2025,Put,320.0,Put Sell,Closed,2.0,0.82,163.47,0.53,162.94
02/13/2025,02/13/2025,Sell to Open,AVGO,02/21/2025,Put,217.5,Put Sell,Closed,1.0,1.0,99.74,0.26,99.48
02/13/2025,02/13/2025,Sell to Open,MSFT,02/21/2025,Put,390.0,Put Sell,Closed,2.0,0.6,119.47,0.53,118.94
02/13/2025,02/13/2025,Sell to Open,INTC,02/21/2025,Put,22.0,Put Sell,Closed,20.0,0.18,354.71,5.29,349.42
02/13/2025,02/13/2025,Buy to Close,AVGO,02/14/2025,Call,240.0,Call Buy,Closed,2.0,0.4,-80.52,0.52,-81.04
02/13/2025,02/13/2025,Sell to Open,AAPL,02/21/2025,Put,235.0,Put Sell,Closed,1.0,1.72,171.74,0.26,171.48
02/13/2025,02/13/2025,Qualified Dividend,AAPL,,,0.0,Dividend,Qualified Dividend,0.0,0.0,525.0,0.0,525.0
02/12/2025,02/12/2025,Buy to Open,TOL,03/21/2025,Put,120.0,Put Buy,Closed,1.0,5.7,-570.26,0.26,-570.52
02/12/2025,02/12/2025,Buy to Close,CVX,02/14/2025,Call,160.0,Call Buy,Closed,9.0,0.1,-92.35,2.35,-94.7
02/11/2025,02/11/2025,Buy to Open,AAPL,04/17/2025,Put,230.0,Put Buy,Open,1.0,6.3,-630.26,0.26,-630.52
02/11/2025,02/11/2025,Buy to Open,CF,02/21/2025,Put,79.0,Put Buy,Closed,1.0,0.61,-61.26,0.26,-61.52
