Posted_Date,Transaction_Date,Action,Ticker,Expiry,Strike,Option_Type,Type,Quantity,Price,Fees & Com,Amount,Status
03/03/2025,02/28/2025,Expired,MSFT,02/28/2025,385.0,Put,Expired,1.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,MCD,02/28/2025,290.0,Put,Expired,2.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,HD,02/28/2025,405.0,Call,Expired,2.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,CAT,02/28/2025,325.0,Put,Expired,1.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,CAT,02/28/2025,335.0,Put,Expired,1.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,BLK,02/28/2025,930.0,Put,Expired,1.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,AVGO,02/28/2025,195.0,Put,Expired,2.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,AAPL,02/28/2025,240.0,Put,Expired,1.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,AAPL,02/28/2025,260.0,Call,Expired,10.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,AAPL,02/28/2025,255.0,Call,Expired,10.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,SPY,02/28/2025,602.0,Call,Expired,2.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,SPY,02/28/2025,605.0,Call,Expired,-2.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,SPY,02/28/2025,590.0,Put,Expired,2.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Expired,SPY,02/28/2025,587.0,Put,Expired,-2.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Assigned,ORCL,02/28/2025,170.0,Put,Assigned,3.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Assigned,AVGO,02/28/2025,207.5,Put,Assigned,1.0,0.0,0.0,0.0,Close
03/03/2025,02/28/2025,Buy,ORCL,,0.0,,Stock Buy,300.0,170.0,0.0,-51000.0,Open
03/03/2025,02/28/2025,Buy,AVGO,,0.0,,Stock Buy,100.0,207.5,0.0,-20750.0,Open
02/28/2025,02/28/2025,Buy to Close,WDAY,02/28/2025,270.0,Call,Call Buy,1.0,0.03,0.01,-3.01,Close
02/28/2025,02/28/2025,Buy to Close,AAPL,03/07/2025,242.5,Call,Call Buy,1.0,2.92,0.26,-292.26,Close
02/28/2025,02/28/2025,Sell to Open,WDAY,03/07/2025,272.5,Call,Call Sell,2.0,1.42,0.54,283.46,Close
02/28/2025,02/28/2025,Sell to Open,MSFT,03/07/2025,360.0,Put,Put Sell,2.0,0.41,0.53,81.47,Close
02/28/2025,02/28/2025,Sell to Open,HD,03/07/2025,405.0,Call,Call Sell,2.0,1.45,0.54,289.46,Close
02/28/2025,02/28/2025,Sell to Open,AAPL,03/07/2025,242.5,Call,Call Sell,1.0,1.4,0.26,139.74,Close
02/27/2025,02/27/2025,Credit Interest,,,0.0,,Interest,0.0,0.0,0.0,21.2,Open
02/27/2025,02/27/2025,Margin Interest,,,0.0,,Interest,0.0,0.0,0.0,-18.1,Open
02/27/2025,02/27/2025,Sell to Open,MSFT,03/07/2025,375.0,Put,Put Sell,2.0,1.07,0.54,213.46,Close
02/27/2025,02/27/2025,Buy to Close,WDAY,02/28/2025,257.5,Put,Put Buy,2.0,0.55,0.52,-110.52,Close
02/27/2025,02/27/2025,Sell to Close,NKE,07/18/2025,70.0,Put,Put Sell,10.0,2.45,2.71,2447.29,Open
02/27/2025,02/27/2025,Buy to Close,NKE,02/28/2025,73.0,Put,Put Buy,10.0,0.02,0.11,-20.11,Close
02/27/2025,02/27/2025,Sell to Open,NVDA,03/07/2025,116.0,Put,Put Sell,1.0,0.85,0.26,84.74,Close
02/27/2025,02/27/2025,Sell to Open,NVDA,03/07/2025,118.0,Put,Put Sell,1.0,1.2,0.26,119.74,Close
02/27/2025,02/27/2025,Sell to Open,NVDA,03/07/2025,115.0,Put,Put Sell,1.0,0.74,0.26,73.74,Close
02/27/2025,02/27/2025,Sell to Open,ORCL,03/07/2025,160.0,Put,Put Sell,3.0,0.65,0.8,194.2,Close
02/27/2025,02/27/2025,Buy to Open,SPY,02/28/2025,587.0,Put,Put Buy,2.0,0.85,0.52,-170.52,Close
02/27/2025,02/27/2025,Sell to Open,SPY,02/28/2025,590.0,Put,Put Sell,2.0,1.44,0.54,287.46,Close
02/27/2025,02/27/2025,Buy to Open,SPY,02/28/2025,605.0,Call,Call Buy,2.0,0.27,0.52,-54.52,Close
02/27/2025,02/27/2025,Sell to Open,SPY,02/28/2025,602.0,Call,Call Sell,2.0,0.73,0.53,145.47,Close
02/27/2025,02/27/2025,Sell to Open,WDAY,03/07/2025,247.5,Put,Put Sell,2.0,0.75,0.53,149.47,Close
02/27/2025,02/27/2025,Sell to Open,XOM,03/07/2025,107.0,Put,Put Sell,2.0,0.52,0.53,103.47,Close
02/26/2025,02/26/2025,Sell to Open,MCD,03/07/2025,295.0,Put,Put Sell,2.0,0.94,0.54,187.46,Close
02/26/2025,02/26/2025,Buy to Close,WDAY,02/28/2025,220.0,Put,Put Buy,2.0,0.02,0.02,-4.02,Close
02/26/2025,02/26/2025,Buy to Close,HD,02/28/2025,350.0,Put,Put Buy,1.0,0.01,0.01,-1.01,Close
02/26/2025,02/26/2025,Sell to Open,HD,03/07/2025,380.0,Put,Put Sell,1.0,1.17,0.26,116.74,Close
02/26/2025,02/26/2025,Sell to Open,WDAY,02/28/2025,257.5,Put,Put Sell,2.0,0.9,0.54,179.46,Close
02/25/2025,02/25/2025,Sell to Open,HD,02/28/2025,405.0,Call,Call Sell,2.0,2.59,0.54,517.46,Close
02/25/2025,02/25/2025,Sell to Close,GOOGL,03/21/2025,180.0,Put,Put Sell,20.0,6.75,5.66,13494.34,Close
02/25/2025,02/25/2025,Sell,GOOGL,,0.0,,Stock Sell,1000.0,176.8,5.09,176794.91,Open
02/25/2025,02/25/2025,Buy to Close,GOOGL,03/21/2025,200.0,Put,Put Buy,10.0,23.3,2.61,-23302.61,Close
02/25/2025,02/25/2025,Buy to Close,GOOGL,02/28/2025,185.0,Call,Call Buy,10.0,0.19,2.61,-192.61,Close
02/25/2025,02/25/2025,Sell to Open,AVGO,02/28/2025,195.0,Put,Put Sell,2.0,1.89,0.54,377.46,Close
02/25/2025,02/25/2025,Buy to Close,HD,02/28/2025,380.0,Put,Put Buy,1.0,0.6,0.26,-60.26,Close
02/25/2025,02/25/2025,Sell to Open,HD,02/28/2025,380.0,Put,Put Sell,1.0,1.4,0.26,139.74,Close
02/24/2025,02/24/2025,Sell to Open,GOOGL,02/28/2025,185.0,Call,Call Sell,10.0,0.85,2.66,847.34,Close
02/24/2025,02/24/2025,Sell to Open,MSFT,02/28/2025,385.0,Put,Put Sell,1.0,0.61,0.26,60.74,Close
02/24/2025,02/21/2025,Expired,ORCL,02/21/2025,167.5,Put,Expired,3.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,INTC,02/21/2025,21.5,Put,Expired,25.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,AVGO,02/21/2025,217.5,Put,Expired,1.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,GBTC,02/21/2025,66.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,ISRG,02/21/2025,565.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,CMI,02/21/2025,320.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,IBIT,02/21/2025,54.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,MCD,02/21/2025,300.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,BLK,02/21/2025,950.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,INTC,02/21/2025,22.0,Put,Expired,20.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,AAPL,02/21/2025,235.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,MSFT,02/21/2025,405.0,Put,Expired,5.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,MSFT,02/21/2025,395.0,Put,Expired,5.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,MSFT,02/21/2025,390.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,GOOGL,02/21/2025,190.0,Call,Expired,1.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,VGT,02/21/2025,570.0,Put,Expired,3.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Expired,CAT,02/21/2025,370.0,Call,Expired,4.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Assigned,HD,02/21/2025,390.0,Put,Assigned,2.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Assigned,GOOGL,02/21/2025,182.5,Put,Assigned,9.0,0.0,0.0,0.0,Close
02/24/2025,02/21/2025,Buy,HD,,0.0,,Stock Buy,200.0,390.0,0.0,-78000.0,Open
02/24/2025,02/21/2025,Buy,GOOGL,,0.0,,Stock Buy,900.0,182.5,0.0,-164250.0,Open
02/21/2025,02/21/2025,Sell to Open,HD,02/28/2025,350.0,Put,Put Sell,1.0,1.05,0.26,104.74,Close
02/21/2025,02/21/2025,Sell to Open,ORCL,02/28/2025,160.0,Put,Put Sell,3.0,0.65,0.8,194.2,Close
02/21/2025,02/21/2025,Sell to Open,BLK,02/28/2025,930.0,Put,Put Sell,1.0,1.4,0.26,139.74,Close
02/21/2025,02/21/2025,Sell to Open,WDAY,02/28/2025,220.0,Put,Put Sell,2.0,1.1,0.54,219.46,Close
02/21/2025,02/21/2025,Buy to Close,WDAY,02/21/2025,250.0,Put,Put Buy,2.0,0.15,0.52,-30.52,Close
02/21/2025,02/21/2025,Sell to Open,WDAY,02/28/2025,270.0,Call,Call Sell,2.0,7.4,0.57,1479.43,Close
02/21/2025,02/21/2025,Buy to Close,WDAY,02/21/2025,262.5,Call,Call Buy,2.0,0.1,0.52,-20.52,Close
02/21/2025,02/21/2025,Sell to Open,CAT,02/28/2025,325.0,Put,Put Sell,1.0,0.45,0.26,44.74,Close
02/20/2025,02/20/2025,Sell to Close,CF,02/21/2025,79.0,Put,Put Sell,1.0,0.35,0.26,34.74,Close
02/20/2025,02/20/2025,Buy to Close,CF,02/21/2025,84.0,Put,Put Buy,1.0,3.78,0.26,-378.26,Close
02/20/2025,02/20/2025,Sell to Close,CF,02/21/2025,99.0,Call,Call Sell,1.0,0.52,0.26,51.74,Close
02/20/2025,02/20/2025,Buy to Close,CF,02/21/2025,94.0,Call,Call Buy,1.0,0.59,0.26,-59.26,Close
02/20/2025,02/20/2025,Sell to Open,AAPL,02/28/2025,240.0,Put,Put Sell,1.0,1.1,0.26,109.74,Close
02/20/2025,02/20/2025,Sell to Close,VIX,06/18/2025,16.0,Call,Call Sell,10.0,3.9,6.81,3893.19,Open
02/20/2025,02/20/2025,Sell to Open,INTC,03/07/2025,22.0,Put,Put Sell,45.0,0.23,11.9,1023.1,Close
02/19/2025,02/19/2025,Sell to Open,MSFT,02/21/2025,405.0,Put,Put Sell,5.0,0.87,1.32,433.68,Close
02/19/2025,02/19/2025,Sell to Open,CAT,02/28/2025,335.0,Put,Put Sell,1.0,1.02,0.26,101.74,Close
02/19/2025,02/19/2025,Sell to Open,GBTC,03/21/2025,68.0,Put,Put Sell,2.0,1.15,0.54,229.46,Close
02/19/2025,02/19/2025,Sell to Open,MCD,02/28/2025,290.0,Put,Put Sell,2.0,0.45,0.53,89.47,Close
02/19/2025,02/19/2025,Sell to Open,AVGO,02/28/2025,207.5,Put,Put Sell,1.0,1.24,0.26,123.74,Close
02/18/2025,02/18/2025,Reinvest Dividend,SGUXX,,0.0,,Dividend,0.0,0.0,0.0,10167.38,Close
02/18/2025,02/18/2025,Reinvest Shares,SGUXX,,0.0,,Reinvest Shares,10167.38,1.0,0.0,-10167.38,Open
02/18/2025,02/18/2025,Sell,META,,0.0,,Stock Sell,700.0,713.79,14.01,499638.99,Open
02/18/2025,02/18/2025,Sell to Close,META,03/07/2025,750.0,Put,Put Sell,7.0,40.23,2.63,28158.37,Close
02/18/2025,02/18/2025,Buy to Close,META,03/07/2025,745.0,Call,Call Buy,7.0,6.72,1.83,-4705.83,Close
02/18/2025,02/18/2025,Sell to Open,AAPL,02/28/2025,260.0,Call,Call Sell,10.0,0.26,2.65,257.35,Close
02/18/2025,02/18/2025,Sell to Open,ORCL,02/28/2025,170.0,Put,Put Sell,3.0,0.67,0.8,200.2,Close
02/18/2025,02/18/2025,Sell to Open,AAPL,02/28/2025,255.0,Call,Call Sell,10.0,0.66,2.66,657.34,Close
02/18/2025,02/18/2025,Sell to Open,NKE,02/28/2025,73.0,Put,Put Sell,10.0,0.37,2.65,367.35,Close
02/18/2025,02/18/2025,Sell to Open,CAT,02/21/2025,370.0,Call,Call Sell,4.0,0.27,1.05,106.95,Close
02/18/2025,02/18/2025,Sell to Open,MCD,02/21/2025,300.0,Put,Put Sell,1.0,0.5,0.26,49.74,Close
02/18/2025,02/18/2025,Sell to Open,GOOGL,02/21/2025,190.0,Call,Call Sell,1.0,0.43,0.26,42.74,Close
02/18/2025,02/18/2025,Sell to Open,HD,02/21/2025,390.0,Put,Put Sell,2.0,0.49,0.53,97.47,Close
02/18/2025,02/18/2025,Sell to Open,GOOGL,02/21/2025,182.5,Put,Put Sell,9.0,1.12,2.41,1005.59,Close
02/18/2025,02/18/2025,Sell to Open,WDAY,02/21/2025,262.5,Call,Call Sell,2.0,2.12,0.54,423.46,Close
02/18/2025,02/18/2025,Sell,NVDA,,0.0,,Stock Sell,300.0,142.0,1.23,42598.77,Open
02/18/2025,02/14/2025,Sell,AAPL,,0.0,,Stock Sell,100.0,235.0,0.67,23499.33,Open
02/18/2025,02/14/2025,Sell,INTC,,0.0,,Stock Sell,4500.0,22.0,3.5,98996.5,Open
02/18/2025,02/14/2025,Sell,NKE,,0.0,,Stock Sell,1000.0,73.0,2.2,72997.8,Open
02/18/2025,02/14/2025,Buy,TOL,,0.0,,Stock Buy,100.0,128.0,0.0,-12800.0,Open
02/18/2025,02/14/2025,Buy,CAT,,0.0,,Stock Buy,100.0,355.0,0.0,-35500.0,Open
02/18/2025,02/14/2025,Buy,WDAY,,0.0,,Stock Buy,200.0,260.0,0.0,-52000.0,Open
02/18/2025,02/14/2025,Expired,AAPL,02/14/2025,252.5,Call,Expired,10.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,XOM,02/14/2025,113.0,Call,Expired,3.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,XLK,02/14/2025,215.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,WDAY,02/14/2025,250.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,WDAY,02/14/2025,240.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,ORCL,02/14/2025,165.0,Put,Expired,3.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,MSFT,02/14/2025,405.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,MCD,02/14/2025,295.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,HD,02/14/2025,400.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,HD,02/14/2025,390.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,HD,02/14/2025,395.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,GOOGL,02/14/2025,185.0,Put,Expired,4.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,CAT,02/14/2025,380.0,Call,Expired,3.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,BLK,02/14/2025,890.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,BLK,02/14/2025,940.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,BLK,02/14/2025,960.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Expired,BLK,02/14/2025,970.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Assigned,AAPL,02/14/2025,235.0,Call,Assigned,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Assigned,INTC,02/14/2025,22.0,Call,Assigned,45.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Assigned,NKE,02/14/2025,73.0,Call,Assigned,10.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Assigned,TOL,02/14/2025,128.0,Put,Assigned,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Assigned,CAT,02/14/2025,355.0,Put,Assigned,1.0,0.0,0.0,0.0,Close
02/18/2025,02/14/2025,Assigned,WDAY,02/14/2025,260.0,Put,Assigned,2.0,0.0,0.0,0.0,Close
02/14/2025,02/14/2025,Sell to Open,WDAY,02/21/2025,250.0,Put,Put Sell,2.0,0.75,0.53,149.47,Close
02/14/2025,02/14/2025,Sell to Close,QCOM,04/17/2025,145.0,Put,Put Sell,10.0,0.85,2.66,847.34,Open
02/14/2025,02/14/2025,Sell to Close,QCOM,04/17/2025,140.0,Put,Put Sell,3.0,0.55,0.79,164.21,Open
02/14/2025,02/14/2025,Sell,QCOM,,0.0,,Stock Sell,200.0,171.5,0.98,34299.02,Open
02/14/2025,02/14/2025,Buy to Close,QCOM,02/21/2025,175.0,Call,Call Buy,2.0,1.01,0.52,-202.52,Close
02/14/2025,02/14/2025,Buy to Close,QCOM,02/21/2025,170.0,Put,Put Buy,11.0,1.64,2.87,-1806.87,Close
02/14/2025,02/14/2025,Buy to Close,QCOM,02/14/2025,175.0,Call,Call Buy,2.0,0.01,0.02,-2.02,Close
02/14/2025,02/14/2025,Buy to Close,QCOM,02/14/2025,162.5,Put,Put Buy,5.0,0.02,0.05,-10.05,Close
02/14/2025,02/14/2025,Buy to Close,QCOM,02/14/2025,165.0,Put,Put Buy,6.0,0.02,0.07,-12.07,Close
02/14/2025,02/14/2025,Sell to Open,QCOM,02/21/2025,170.0,Put,Put Sell,11.0,1.78,2.95,1955.05,Close
02/14/2025,02/14/2025,Sell to Open,QCOM,02/21/2025,175.0,Call,Call Sell,2.0,0.97,0.54,193.46,Close
02/14/2025,02/14/2025,Buy to Close,GOOGL,02/14/2025,180.0,Put,Put Buy,5.0,0.02,0.05,-10.05,Close
02/14/2025,02/14/2025,Buy to Close,GOOGL,02/14/2025,192.5,Call,Call Buy,1.0,0.01,0.01,-1.01,Close
02/14/2025,02/14/2025,Buy to Close,AVGO,02/14/2025,220.0,Put,Put Buy,1.0,0.02,0.01,-2.01,Close
02/14/2025,02/14/2025,Buy to Close,AVGO,02/14/2025,210.0,Put,Put Buy,1.0,0.01,0.01,-1.01,Close
02/14/2025,02/14/2025,Sell to Open,ORCL,02/21/2025,167.5,Put,Put Sell,3.0,0.56,0.79,167.21,Close
02/14/2025,02/14/2025,Sell to Open,ISRG,02/21/2025,565.0,Put,Put Sell,2.0,0.6,0.53,119.47,Close
02/14/2025,02/14/2025,Buy,COST,,0.0,,Stock Buy,300.0,1071.37,0.0,-321411.0,Open
02/14/2025,02/14/2025,Sell to Open,COST,03/07/2025,1050.0,Call,Call Sell,3.0,41.55,1.14,12463.86,Close
02/14/2025,02/14/2025,Buy to Open,COST,03/07/2025,1045.0,Put,Put Buy,3.0,16.08,0.78,-4824.78,Close
02/14/2025,02/14/2025,Sell to Open,VGT,03/21/2025,550.0,Put,Put Sell,3.0,1.2,0.8,359.2,Close
02/14/2025,02/14/2025,Buy,META,,0.0,,Stock Buy,700.0,736.68,0.0,-515676.0,Open
02/14/2025,02/14/2025,Buy to Open,META,03/07/2025,750.0,Put,Put Buy,7.0,25.46,1.83,-17823.83,Close
02/14/2025,02/14/2025,Sell to Open,META,03/07/2025,745.0,Call,Call Sell,7.0,15.8,2.16,11057.84,Close
02/14/2025,02/14/2025,Sell to Open,BLK,02/21/2025,950.0,Put,Put Sell,2.0,2.32,0.54,463.46,Close
02/14/2025,02/14/2025,Sell to Open,MSFT,02/21/2025,395.0,Put,Put Sell,5.0,0.95,1.32,473.68,Close
02/14/2025,02/14/2025,Sell to Open,IYF,03/21/2025,116.0,Put,Put Sell,1.0,1.07,0.26,106.74,Close
02/14/2025,02/14/2025,Sell to Open,IBIT,02/21/2025,54.0,Put,Put Sell,1.0,0.69,0.26,68.74,Close
02/14/2025,02/14/2025,Sell to Open,INTC,02/21/2025,21.5,Put,Put Sell,25.0,0.23,6.61,563.39,Close
02/14/2025,02/14/2025,Sell to Open,CMI,03/21/2025,320.0,Put,Put Sell,2.0,0.82,0.53,163.47,Close
02/13/2025,02/13/2025,Sell to Open,AVGO,02/21/2025,217.5,Put,Put Sell,1.0,1.0,0.26,99.74,Close
02/13/2025,02/13/2025,Sell to Open,MSFT,02/21/2025,390.0,Put,Put Sell,2.0,0.6,0.53,119.47,Close
02/13/2025,02/13/2025,Sell to Open,INTC,02/21/2025,22.0,Put,Put Sell,20.0,0.18,5.29,354.71,Close
02/13/2025,02/13/2025,Buy to Close,AVGO,02/14/2025,240.0,Call,Call Buy,2.0,0.4,0.52,-80.52,Close
02/13/2025,02/13/2025,Sell to Open,AAPL,02/21/2025,235.0,Put,Put Sell,1.0,1.72,0.26,171.74,Close
02/13/2025,02/13/2025,Qualified Dividend,AAPL,,0.0,,Dividend,0.0,0.0,0.0,525.0,Close
02/12/2025,02/12/2025,Buy to Open,TOL,03/21/2025,120.0,Put,Put Buy,1.0,5.7,0.26,-570.26,Close
02/12/2025,02/12/2025,Buy to Close,CVX,02/14/2025,160.0,Call,Call Buy,9.0,0.1,2.35,-92.35,Close
02/11/2025,02/11/2025,Buy to Open,AAPL,04/17/2025,230.0,Put,Put Buy,1.0,6.3,0.26,-630.26,Open
02/11/2025,02/11/2025,Buy to Open,CF,02/21/2025,79.0,Put,Put Buy,1.0,0.61,0.26,-61.26,Close
02/11/2025,02/11/2025,Sell to Open,CF,02/21/2025,84.0,Put,Put Sell,1.0,1.78,0.26,177.74,Close
02/11/2025,02/11/2025,Buy to Open,CF,02/21/2025,99.0,Call,Call Buy,1.0,0.17,0.26,-17.26,Close
02/11/2025,02/11/2025,Sell to Open,CF,02/21/2025,94.0,Call,Call Sell,1.0,0.53,0.26,52.74,Close
02/11/2025,02/11/2025,Sell to Open,BLK,02/14/2025,970.0,Put,Put Sell,1.0,5.5,0.28,549.72,Close
02/11/2025,02/11/2025,Sell to Open,AAPL,02/14/2025,235.0,Call,Call Sell,1.0,0.73,0.26,72.74,Close
02/11/2025,02/11/2025,Sell to Open,WDAY,02/14/2025,250.0,Put,Put Sell,2.0,0.45,0.53,89.47,Close
02/10/2025,02/10/2025,Buy to Close,AVGO,02/14/2025,240.0,Call,Call Buy,2.0,2.0,0.52,-400.52,Close
02/10/2025,02/10/2025,Sell to Open,MCD,02/14/2025,295.0,Put,Put Sell,1.0,0.32,0.26,31.74,Close
02/10/2025,02/10/2025,Sell to Open,QCOM,02/14/2025,162.5,Put,Put Sell,5.0,0.36,1.32,178.68,Close
02/10/2025,02/10/2025,Sell to Open,AVGO,02/14/2025,240.0,Call,Call Sell,4.0,2.27,1.08,906.92,Close
02/10/2025,02/10/2025,Sell to Open,AVGO,02/14/2025,220.0,Put,Put Sell,1.0,0.9,0.26,89.74,Close
02/10/2025,02/10/2025,Sell to Open,HD,02/14/2025,400.0,Put,Put Sell,1.0,1.05,0.26,104.74,Close
02/10/2025,02/10/2025,Buy to Open,NKE,07/18/2025,70.0,Put,Put Buy,10.0,5.63,2.61,-5632.61,Open
02/10/2025,02/10/2025,Sell to Open,NKE,02/14/2025,73.0,Call,Call Sell,10.0,0.31,2.65,307.35,Close
02/10/2025,02/10/2025,Sell to Open,GOOGL,02/14/2025,185.0,Put,Put Sell,4.0,1.12,1.06,446.94,Close
02/10/2025,02/10/2025,Sell to Open,CAT,02/14/2025,380.0,Call,Call Sell,3.0,0.53,0.79,158.21,Close
02/10/2025,02/10/2025,Sell to Open,GOOGL,02/14/2025,192.5,Call,Call Sell,1.0,0.46,0.26,45.74,Close
02/10/2025,02/10/2025,Sell to Open,BLK,02/14/2025,940.0,Put,Put Sell,1.0,0.76,0.26,75.74,Close
02/10/2025,02/10/2025,Sell to Open,QCOM,02/14/2025,165.0,Put,Put Sell,6.0,0.83,1.6,496.4,Close
02/10/2025,02/10/2025,Sell,MCD,,0.0,,Stock Sell,100.0,297.25,0.85,29724.16,Open
02/10/2025,02/10/2025,Sell,BLK,,0.0,,Stock Sell,288.0,996.0,8.02,286840.08,Open
02/10/2025,02/10/2025,Sell,BLK,,0.0,,Stock Sell,12.0,997.03,0.33,11964.06,Open
02/10/2025,02/07/2025,Buy,AAPL,,0.0,,Stock Buy,100.0,235.0,0.0,-23500.0,Open
02/10/2025,02/07/2025,Buy,TOL,,0.0,,Stock Buy,100.0,127.0,0.0,-12700.0,Open
02/10/2025,02/07/2025,Buy,CAT,,0.0,,Stock Buy,100.0,365.0,0.0,-36500.0,Open
02/10/2025,02/07/2025,Buy,CAT,,0.0,,Stock Buy,100.0,375.0,0.0,-37500.0,Open
02/10/2025,02/07/2025,Buy,NKE,,0.0,,Stock Buy,500.0,71.0,0.0,-35500.0,Open
02/10/2025,02/07/2025,Buy,NKE,,0.0,,Stock Buy,500.0,73.0,0.0,-36500.0,Open
02/10/2025,02/07/2025,Buy,BLK,,0.0,,Stock Buy,300.0,995.0,0.0,-298500.0,Open
02/10/2025,02/07/2025,Expired,NVDA,02/07/2025,108.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,QCOM,02/07/2025,152.5,Put,Expired,5.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,QCOM,02/07/2025,172.5,Call,Expired,2.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,QCOM,02/07/2025,162.5,Put,Expired,6.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,ORCL,02/07/2025,162.5,Put,Expired,3.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,GOOGL,02/07/2025,192.5,Call,Expired,1.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,AMD,02/07/2025,131.0,Call,Expired,5.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,NVDA,02/07/2025,100.0,Put,Expired,2.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,XOM,02/07/2025,105.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,WDAY,02/07/2025,255.0,Put,Expired,4.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,ORCL,02/07/2025,150.0,Put,Expired,1.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,ORCL,02/07/2025,170.0,Put,Expired,3.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,ORCL,02/07/2025,160.0,Put,Expired,3.0,0.0,0.0,0.0,Close
02/10/2025,02/07/2025,Expired,MSFT,02/07/2025,380.0,Put,Expired,3.0,0.0,0.0,0.0,Close
