Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
2/5/25,Buy to Open,CVX 03/21/2025 150.00 P,PUT CHEVRON CORP NEW $150 EXP 03/21/25,1,$3.00 ,$0.26 ,($300.26)
2/5/25,Sell to Open,GOOGL 02/07/2025 192.50 C,CALL ALPHABET INC $192.5 EXP 02/07/25,1,$2.10 ,$0.27 ,$209.73 
2/5/25,Buy to Close,AMD 02/07/2025 115.00 C,CALL ADVANCED MICRO DEVI$115 EXP 02/07/25,10,$0.25 ,$2.61 ,($252.61)
2/5/25,Sell to Open,AMD 02/07/2025 115.00 C,CALL ADVANCED MICRO DEVI$115 EXP 02/07/25,10,$0.42 ,$2.65 ,$417.35 
2/5/25,Sell to Open,GOOGL 02/07/2025 185.00 P,PUT ALPHABET INC $185 EXP 02/07/25,4,$1.05 ,$1.06 ,$418.94 
2/4/25,Buy,GOOGL,ALPHABET INC CLASS A,100,$190.00 ,,"($19,000.00)"
2/4/25,Buy,HON,HONEYWELL INTL INC,100,$223.75 ,,"($22,375.00)"
2/4/25,Buy to Open,HON 02/07/2025 225.00 P,PUT HONEYWELL INTL INC $225 EXP 02/07/25,1,$5.74 ,$0.26 ,($574.26)
2/4/25,Sell to Open,XOM 02/14/2025 113.00 C,CALL EXXON MOBIL CORP $113 EXP 02/14/25,3,$0.40 ,$0.79 ,$119.21 
2/4/25,Sell to Open,WDAY 02/14/2025 240.00 P,PUT WORKDAY INC $240 EXP 02/14/25,2,$0.92 ,$0.54 ,$183.46 
2/4/25,Sell to Open,MSFT 03/07/2025 415.00 C,CALL MICROSOFT CORP $415 EXP 03/07/25,2,$9.80 ,$0.58 ,"$1,959.42 "
2/4/25,Buy to Open,MSFT 03/07/2025 410.00 C,CALL MICROSOFT CORP $410 EXP 03/07/25,2,$12.50 ,$0.52 ,"($2,500.52)"
2/4/25,Sell to Open,MSFT 02/07/2025 410.00 P,PUT MICROSOFT CORP $410 EXP 02/07/25,1,$2.78 ,$0.27 ,$277.73 
2/4/25,Sell to Open,XLK 02/14/2025 215.00 P,PUT SPDR TECHNOLOGY $215 EXP 02/14/25,2,$0.64 ,$0.53 ,$127.47 
2/3/25,Sell to Open,ORCL 02/07/2025 162.50 P,PUT ORACLE CORP $162.5 EXP 02/07/25,3,$1.25 ,$0.80 ,$374.20 
2/3/25,Sell to Open,XOM 02/07/2025 105.00 P,PUT EXXON MOBIL CORP $105 EXP 02/07/25,1,$0.50 ,$0.26 ,$49.74 
2/3/25,Buy,QCOM,QUALCOMM INC,200,$171.00 ,,"($34,200.00)"
2/3/25,Sell to Open,QCOM 02/07/2025 152.50 P,PUT QUALCOMM INC $152.5 EXP 02/07/25,5,$0.72 ,$1.32 ,$358.68 
2/3/25,Sell to Open,ORCL 02/07/2025 160.00 P,PUT ORACLE CORP $160 EXP 02/07/25,3,$0.82 ,$0.80 ,$245.20 
2/3/25,Sell to Open,NVDA 02/07/2025 100.00 P,PUT NVIDIA CORP $100 EXP 02/07/25,2,$0.28 ,$0.53 ,$55.47 
2/3/25,Sell to Open,NVDA 02/07/2025 108.00 P,PUT NVIDIA CORP $108 EXP 02/07/25,2,$1.17 ,$0.54 ,$233.46 
2/3/25,Sell to Open,NKE 02/07/2025 71.00 P,PUT NIKE INC $71 EXP 02/07/25,5,$0.33 ,$1.31 ,$163.69 
2/3/25,Sell,NKE,NIKE INC CLASS B,500,$74.15 ,$1.11 ,"$37,073.89 "
2/3/25,Sell to Close,NKE 06/20/2025 72.50 P,PUT NIKE INC $72.5 EXP 06/20/25,5,$4.45 ,$1.37 ,"$2,223.63 "
2/3/25,Buy to Close,NKE 02/07/2025 78.00 C,CALL NIKE INC $78 EXP 02/07/25,5,$0.28 ,$1.30 ,($141.30)
2/3/25,Buy to Open,MCD 06/20/2025 285.00 P,PUT MCDONALDS CORP $285 EXP 06/20/25,1,$12.70 ,$0.26 ,"($1,270.26)"
2/3/25,Sell to Open,MCD 02/07/2025 275.00 P,PUT MCDONALDS CORP $275 EXP 02/07/25,1,$0.33 ,$0.26 ,$32.74 
2/3/25,Sell to Open,HD 02/07/2025 385.00 P,PUT HOME DEPOT INC $385 EXP 02/07/25,2,$0.78 ,$0.53 ,$155.47 
2/3/25,Sell to Open,GBTC 02/21/2025 66.00 P,PUT GRYSCL BITCOIN TRST $66 EXP 02/21/25,2,$0.70 ,$0.53 ,$139.47 
2/3/25,Buy to Close,CVX 03/21/2025 160.00 C,CALL CHEVRON CORP NEW $160 EXP 03/21/25,8,$0.77 ,$2.09 ,($618.09)
2/3/25,Sell to Open,BLK 02/07/2025 995.00 P,PUT BLACKROCK INC NEW $995 EXP 02/07/25,3,$1.50 ,$0.80 ,$449.20 
2/3/25,Sell to Open,AVGO 02/07/2025 200.00 P,PUT BROADCOM INC $200 EXP 02/07/25,1,$1.27 ,$0.26 ,$126.74 
2/3/25,Sell,GS,GOLDMAN SACHS GROUP INC,10,$629.25 ,$0.17 ,"$6,292.35 "
2/3/25,Buy,GS,GOLDMAN SACHS GROUP INC,10,$622.00 ,,"($6,220.00)"
2/3/25,Buy,NVDA,NVIDIA CORP,100,$113.00 ,,"($11,300.00)"
2/3/25,Sell,ORCL,ORACLE CORP,149,$162.40 ,$0.69 ,"$24,196.91 "
2/3/25,Sell,ORCL,ORACLE CORP,151,$163.52 ,$0.72 ,"$24,690.32 "
02/03/2025 as of 01/31/2025,Sell,AVGO,BROADCOM INC,100,$215.00 ,$0.62 ,"$21,499.38 "
02/03/2025 as of 01/31/2025,Buy,CVX,CHEVRON CORP NEW,100,$152.50 ,,"($15,250.00)"
02/03/2025 as of 01/31/2025,Buy,MCD,MCDONALDS CORP,100,$290.00 ,,"($29,000.00)"
02/03/2025 as of 01/31/2025,Buy,NVDA,NVIDIA CORP,100,$124.00 ,,"($12,400.00)"
02/03/2025 as of 01/31/2025,Expired,QCOM 01/31/2025 162.50 P,PUT QUALCOMM INC $162.5 EXP 01/31/25,10,,,
02/03/2025 as of 01/31/2025,Expired,TOL 01/31/2025 129.00 P,PUT TOLL BROS INC $129 EXP 01/31/25,3,,,
02/03/2025 as of 01/31/2025,Expired,WDAY 01/31/2025 255.00 P,PUT WORKDAY INC $255 EXP 01/31/25,4,,,
02/03/2025 as of 01/31/2025,Expired,QCOM 01/31/2025 165.00 P,PUT QUALCOMM INC $165 EXP 01/31/25,3,,,
02/03/2025 as of 01/31/2025,Expired,ORCL 01/31/2025 170.00 C,CALL ORACLE CORP $170 EXP 01/31/25,3,,,
02/03/2025 as of 01/31/2025,Expired,MSFT 01/31/2025 410.00 P,PUT MICROSOFT CORP $410 EXP 01/31/25,2,,,
02/03/2025 as of 01/31/2025,Expired,MCD 01/31/2025 280.00 P,PUT MCDONALDS CORP $280 EXP 01/31/25,5,,,
02/03/2025 as of 01/31/2025,Expired,GOOGL 01/31/2025 195.00 P,PUT ALPHABET INC $195 EXP 01/31/25,10,,,
02/03/2025 as of 01/31/2025,Expired,EXPE 01/31/2025 170.00 P,PUT EXPEDIA GROUP INC $170 EXP 01/31/25,2,,,
02/03/2025 as of 01/31/2025,Expired,CAT 01/31/2025 360.00 P,PUT CATERPILLAR INC $360 EXP 01/31/25,3,,,
02/03/2025 as of 01/31/2025,Expired,BLK 01/31/2025 940.00 P,PUT BLACKROCK INC NEW $940 EXP 01/31/25,1,,,
02/03/2025 as of 01/31/2025,Expired,AVGO 01/31/2025 180.00 P,PUT BROADCOM INC $180 EXP 01/31/25,5,,,
02/03/2025 as of 01/31/2025,Expired,ADSK 01/31/2025 290.00 P,PUT AUTODESK INC $290 EXP 01/31/25,5,,,
02/03/2025 as of 01/31/2025,Assigned,AVGO 01/31/2025 215.00 C,CALL BROADCOM INC $215 EXP 01/31/25,1,,,
02/03/2025 as of 01/31/2025,Assigned,CVX 01/31/2025 152.50 P,PUT CHEVRON CORP NEW $152.5 EXP 01/31/25,1,,,
02/03/2025 as of 01/31/2025,Assigned,MCD 01/31/2025 290.00 P,PUT MCDONALDS CORP $290 EXP 01/31/25,1,,,
02/03/2025 as of 01/31/2025,Assigned,NVDA 01/31/2025 124.00 P,PUT NVIDIA CORP $124 EXP 01/31/25,1,,,
1/31/25,Buy to Open,NVDA 06/20/2025 120.00 P,PUT NVIDIA CORP $120 EXP 06/20/25,2,$15.94 ,$0.52 ,"($3,188.52)"
1/31/25,Sell to Open,AVGO 02/07/2025 215.00 P,PUT BROADCOM INC $215 EXP 02/07/25,1,$3.20 ,$0.27 ,$319.73 
1/31/25,Buy to Close,AVGO 02/07/2025 217.50 P,PUT BROADCOM INC $217.5 EXP 02/07/25,1,$3.45 ,$0.26 ,($345.26)
1/31/25,Sell to Open,WDAY 02/07/2025 255.00 P,PUT WORKDAY INC $255 EXP 02/07/25,4,$1.50 ,$1.07 ,$598.93 
1/31/25,Sell to Open,ORCL 02/07/2025 170.00 P,PUT ORACLE CORP $170 EXP 02/07/25,3,$2.10 ,$0.81 ,$629.19 
1/31/25,Buy to Close,CAT 01/31/2025 370.00 P,PUT CATERPILLAR INC $370 EXP 01/31/25,1,$0.15 ,$0.26 ,($15.26)
1/31/25,Sell to Open,AVGO 02/07/2025 217.50 P,PUT BROADCOM INC $217.5 EXP 02/07/25,1,$3.50 ,$0.27 ,$349.73 
1/31/25,Buy to Close,AVGO 01/31/2025 225.00 C,CALL BROADCOM INC $225 EXP 01/31/25,4,$1.20 ,$1.04 ,($481.04)
1/31/25,Buy to Open,NVDA 06/20/2025 120.00 P,PUT NVIDIA CORP $120 EXP 06/20/25,3,$13.40 ,$0.78 ,"($4,020.78)"
1/31/25,Buy,NVDA,NVIDIA CORP,300,$126.00 ,,"($37,800.00)"
1/31/25,Buy to Close,NVDA 01/31/2025 118.00 P,PUT NVIDIA CORP $118 EXP 01/31/25,3,$0.07 ,$0.78 ,($21.78)
1/31/25,Buy to Close,NVDA 01/31/2025 116.00 P,PUT NVIDIA CORP $116 EXP 01/31/25,2,$0.04 ,$0.02 ,($8.02)
1/31/25,Sell to Open,NVDA 01/31/2025 124.00 P,PUT NVIDIA CORP $124 EXP 01/31/25,1,$0.61 ,$0.26 ,$60.74 
1/31/25,Sell to Open,AAPL 02/07/2025 235.00 P,PUT APPLE INC $235 EXP 02/07/25,1,$0.99 ,$0.26 ,$98.74 
1/31/25,Sell to Open,INTC 02/07/2025 22.50 C,CALL INTEL CORP $22.5 EXP 02/07/25,20,$0.09 ,$5.29 ,$174.71 
1/31/25,Sell to Open,CAT 02/07/2025 365.00 P,PUT CATERPILLAR INC $365 EXP 02/07/25,1,$2.20 ,$0.27 ,$219.73 
1/31/25,Sell to Open,CAT 02/07/2025 375.00 P,PUT CATERPILLAR INC $375 EXP 02/07/25,1,$4.35 ,$0.27 ,$434.73 
1/31/25,Buy,NVDA,NVIDIA CORP,200,$122.82 ,,"($24,563.98)"
1/31/25,Sell,NVDA,NVIDIA CORP,200,$122.87 ,$0.71 ,"$24,573.33 "
1/30/25,Credit Interest,,SCHWAB1 INT 12/30-01/29,,,,$11.60 
1/30/25,Margin Interest,,INTEREST 12/30THRU 01/29,,,,($156.74)
1/30/25,Buy to Close,NVDA 01/31/2025 119.00 P,PUT NVIDIA CORP $119 EXP 01/31/25,5,$0.90 ,$1.30 ,($451.30)
1/30/25,Sell to Open,NVDA 01/31/2025 119.00 P,PUT NVIDIA CORP $119 EXP 01/31/25,5,$1.78 ,$1.33 ,$888.67 
1/30/25,Sell to Open,NVDA 01/31/2025 116.00 P,PUT NVIDIA CORP $116 EXP 01/31/25,2,$0.77 ,$0.53 ,$153.47 
1/30/25,Sell to Open,NVDA 01/31/2025 118.00 P,PUT NVIDIA CORP $118 EXP 01/31/25,3,$1.35 ,$0.80 ,$404.20 
1/30/25,Sell to Open,HD 02/07/2025 395.00 P,PUT HOME DEPOT INC $395 EXP 02/07/25,2,$0.57 ,$0.53 ,$113.47 
1/30/25,Sell to Open,CAT 02/07/2025 355.00 P,PUT CATERPILLAR INC $355 EXP 02/07/25,2,$0.85 ,$0.53 ,$169.47 
1/30/25,Sell to Open,AMD 02/07/2025 130.00 C,CALL ADVANCED MICRO DEVI$130 EXP 02/07/25,5,$1.72 ,$1.33 ,$858.67 
1/30/25,Sell to Open,AMD 02/07/2025 131.00 C,CALL ADVANCED MICRO DEVI$131 EXP 02/07/25,5,$1.58 ,$1.33 ,$788.67 
1/30/25,Sell to Open,CAT 01/31/2025 370.00 P,PUT CATERPILLAR INC $370 EXP 01/31/25,1,$1.51 ,$0.26 ,$150.74 
1/30/25,Sell to Open,MSFT 02/07/2025 380.00 P,PUT MICROSOFT CORP $380 EXP 02/07/25,3,$0.21 ,$0.79 ,$62.21 
1/30/25,Sell to Open,MSFT 02/07/2025 390.00 P,PUT MICROSOFT CORP $390 EXP 02/07/25,5,$0.47 ,$1.32 ,$233.68 
1/30/25,Sell to Open,MSFT 01/31/2025 410.00 P,PUT MICROSOFT CORP $410 EXP 01/31/25,2,$1.39 ,$0.54 ,$277.46 
1/30/25,Sell to Close,MSFT 05/16/2025 430.00 P,PUT MICROSOFT CORP $430 EXP 05/16/25,4,$25.80 ,$1.34 ,"$10,318.66 "
1/30/25,Sell,MSFT,MICROSOFT CORP,100,$416.21 ,$1.18 ,"$41,619.82 "
1/30/25,Sell to Close,MSFT 01/31/2025 445.00 P,PUT MICROSOFT CORP $445 EXP 01/31/25,1,$28.79 ,$0.34 ,"$2,878.66 "
1/29/25,Sell to Open,ORCL 02/07/2025 150.00 P,PUT ORACLE CORP $150 EXP 02/07/25,1,$0.78 ,$0.26 ,$77.74 
1/29/25,Sell to Open,TOL 02/07/2025 127.00 P,PUT TOLL BROS INC $127 EXP 02/07/25,1,$0.50 ,$0.26 ,$49.74 
1/29/25,Sell to Open,CVX 02/07/2025 147.00 P,PUT CHEVRON CORP NEW $147 EXP 02/07/25,1,$0.40 ,$0.26 ,$39.74 
1/29/25,Sell to Close,ADP 01/31/2025 300.00 P,PUT AUTOMATIC DATA PROCE$300 EXP 01/31/25,1,$1.10 ,$0.26 ,$109.74 
1/29/25,Sell,ADP,AUTOMATIC DATA PROCESSIN,100,$305.00 ,$0.87 ,"$30,499.13 "
1/29/25,Qualified Dividend,CMCSA,COMCAST CORP NEW CLASS A,,,,$372.00 
1/28/25,Buy to Open,MSFT 01/31/2025 445.00 P,PUT MICROSOFT CORP $445 EXP 01/31/25,1,$9.76 ,$0.26 ,($976.26)
1/28/25,Buy,MSFT,MICROSOFT CORP,100,$444.00 ,,"($44,400.00)"
1/28/25,Sell,MSFT,MICROSOFT CORP,400,$444.50 ,$5.01 ,"$177,794.99 "
1/28/25,Sell to Open,HD 02/07/2025 400.00 P,PUT HOME DEPOT INC $400 EXP 02/07/25,1,$1.02 ,$0.26 ,$101.74 
1/28/25,Sell,AMZN,AMAZON.COM INC,200,$240.17 ,$1.37 ,"$48,032.63 "
1/28/25,Sell to Close,AMZN 02/07/2025 235.00 P,PUT AMAZON.COM INC $235 EXP 02/07/25,2,$6.03 ,$0.56 ,"$1,205.44 "
1/28/25,Buy to Open,CAT 05/16/2025 350.00 P,PUT CATERPILLAR INC $350 EXP 05/16/25,1,$9.00 ,$0.26 ,($900.26)
1/28/25,Buy,CAT,CATERPILLAR INC,100,$387.60 ,,"($38,760.00)"
1/28/25,Sell to Open,AVGO 02/07/2025 180.00 P,PUT BROADCOM INC $180 EXP 02/07/25,1,$1.51 ,$0.26 ,$150.74 
1/28/25,Sell to Open,NKE 02/07/2025 78.00 C,CALL NIKE INC $78 EXP 02/07/25,5,$0.46 ,$1.32 ,$228.68 
1/28/25,Sell to Open,MCD 01/31/2025 290.00 P,PUT MCDONALDS CORP $290 EXP 01/31/25,1,$0.98 ,$0.26 ,$97.74 
1/27/25,Buy to Open,AVGO 06/20/2025 200.00 P,PUT BROADCOM INC $200 EXP 06/20/25,5,$23.00 ,$1.30 ,"($11,501.30)"
1/27/25,Sell to Open,ORCL 01/31/2025 170.00 C,CALL ORACLE CORP $170 EXP 01/31/25,3,$1.61 ,$0.80 ,$482.20 
1/27/25,Buy to Open,ORCL 06/20/2025 150.00 P,PUT ORACLE CORP $150 EXP 06/20/25,3,$9.00 ,$0.78 ,"($2,700.78)"
1/27/25,Buy,ORCL,ORACLE CORP,300,$162.39 ,,"($48,717.00)"
1/27/25,Sell to Open,AVGO 01/31/2025 215.00 C,CALL BROADCOM INC $215 EXP 01/31/25,1,$2.95 ,$0.27 ,$294.73 
1/27/25,Buy,AVGO,BROADCOM INC,100,$205.00 ,,"($20,500.00)"
1/27/25,Sell,CEG,CONSTELLATION ENERGY COR,100,$280.10 ,$0.80 ,"$28,009.20 "
1/27/25,Sell to Open,CVX 01/31/2025 152.50 P,PUT CHEVRON CORP NEW $152.5 EXP 01/31/25,1,$0.83 ,$0.26 ,$82.74 
1/27/25,Sell to Close,MSFT 05/16/2025 430.00 P,PUT MICROSOFT CORP $430 EXP 05/16/25,6,$19.70 ,$1.92 ,"$11,818.08 "
1/27/25,Buy to Open,NKE 06/20/2025 72.50 P,PUT NIKE INC $72.5 EXP 06/20/25,5,$4.00 ,$1.30 ,"($2,001.30)"
1/27/25,Buy,CEG,CONSTELLATION ENERGY COR,100,$280.00 ,,"($28,000.00)"
1/27/25,Sell to Open,QCOM 01/31/2025 165.00 P,PUT QUALCOMM INC $165 EXP 01/31/25,3,$1.30 ,$0.80 ,$389.20 
1/27/25,Sell to Open,AVGO 01/31/2025 225.00 C,CALL BROADCOM INC $225 EXP 01/31/25,4,$2.95 ,$1.08 ,"$1,178.92 "
1/27/25,Sell to Open,CAT 01/31/2025 360.00 P,PUT CATERPILLAR INC $360 EXP 01/31/25,3,$0.97 ,$0.80 ,$290.20 
1/27/25,Buy to Close,MSFT 01/31/2025 435.00 C,CALL MICROSOFT CORP $435 EXP 01/31/25,4,$6.50 ,$1.04 ,"($2,601.04)"
1/27/25,Sell to Open,WDAY 01/31/2025 255.00 P,PUT WORKDAY INC $255 EXP 01/31/25,4,$1.55 ,$1.07 ,$618.93 
1/27/25,Sell to Open,QCOM 01/31/2025 162.50 P,PUT QUALCOMM INC $162.5 EXP 01/31/25,10,$1.19 ,$2.67 ,"$1,187.33 "
1/27/25,Sell to Open,MSFT 01/31/2025 435.00 C,CALL MICROSOFT CORP $435 EXP 01/31/25,4,$6.75 ,$1.13 ,"$2,698.87 "
1/27/25,Sell,WDAY,WORKDAY INC CLASS A,100,$258.00 ,$0.74 ,"$25,799.26 "
1/27/25,Sell,CEG,CONSTELLATION ENERGY COR,200,$302.00 ,$1.71 ,"$60,398.29 "
1/27/25,Buy,CEG,CONSTELLATION ENERGY COR,100,$290.00 ,,"($29,000.00)"
1/27/25,Buy,CEG,CONSTELLATION ENERGY COR,100,$300.00 ,,"($30,000.00)"
1/27/25,Sell,ORCL,ORACLE CORP,100,$174.10 ,$0.50 ,"$17,409.50 "
1/27/25,Buy,AVGO,BROADCOM INC,100,$213.00 ,,"($21,300.00)"
1/27/25,Sell,QCOM,QUALCOMM INC,200,$170.00 ,$0.98 ,"$33,999.02 "
1/27/25,Buy,AVGO,BROADCOM INC,100,$215.00 ,,"($21,500.00)"
1/27/25,Buy,ORCL,ORACLE CORP,100,$174.00 ,,"($17,400.00)"
1/27/25,Sell,META,META PLATFORMS INC CLASS A,100,$625.00 ,$1.76 ,"$62,498.24 "
1/27/25,Buy,AVGO,BROADCOM INC,100,$225.00 ,,"($22,500.00)"
1/27/25,Buy,META,META PLATFORMS INC CLASS A,100,$620.00 ,,"($62,000.00)"
1/27/25,Buy,QCOM,QUALCOMM INC,100,$165.00 ,,"($16,500.00)"
1/27/25,Buy,WDAY,WORKDAY INC CLASS A,100,$253.50 ,,"($25,350.00)"
1/27/25,Buy,MSFT,MICROSOFT CORP,100,$430.00 ,,"($43,000.00)"
1/27/25,Buy,AVGO,BROADCOM INC,100,$232.00 ,,"($23,200.00)"
1/27/25,Buy,QCOM,QUALCOMM INC,100,$166.80 ,,"($16,680.00)"
1/27/25,Buy,MSFT,MICROSOFT CORP,100,$432.00 ,,"($43,200.00)"
1/27/25,Buy,MSFT,MICROSOFT CORP,100,$434.00 ,,"($43,400.00)"
1/27/25,Buy,MSFT,MICROSOFT CORP,100,$435.50 ,,"($43,550.00)"
01/27/2025 as of 01/24/2025,Sell,MSFT,MICROSOFT CORP,"1,000",$437.50 ,$12.33 ,"$437,487.67 "
01/27/2025 as of 01/24/2025,Sell,WDAY,WORKDAY INC CLASS A,400,$257.50 ,$2.93 ,"$102,997.07 "
01/27/2025 as of 01/24/2025,Buy,CVX,CHEVRON CORP NEW,300,$157.50 ,,"($47,250.00)"
01/27/2025 as of 01/24/2025,Buy,NKE,NIKE INC CLASS B,500,$74.00 ,,"($37,000.00)"
01/27/2025 as of 01/24/2025,Expired,QCOM 01/24/2025 162.50 P,PUT QUALCOMM INC $162.5 EXP 01/24/25,10,,,
01/27/2025 as of 01/24/2025,Expired,MCD 01/24/2025 282.50 P,PUT MCDONALDS CORP $282.5 EXP 01/24/25,5,,,
01/27/2025 as of 01/24/2025,Expired,MCD 01/24/2025 277.50 P,PUT MCDONALDS CORP $277.5 EXP 01/24/25,5,,,
01/27/2025 as of 01/24/2025,Expired,GOOGL 01/24/2025 187.50 P,PUT ALPHABET INC $187.5 EXP 01/24/25,10,,,
01/27/2025 as of 01/24/2025,Expired,CRM 01/24/2025 327.50 P,PUT SALESFORCE INC $327.5 EXP 01/24/25,1,,,
01/27/2025 as of 01/24/2025,Expired,ADBE 01/24/2025 427.50 P,PUT ADOBE INC $427.5 EXP 01/24/25,1,,,
01/27/2025 as of 01/24/2025,Expired,ADSK 01/24/2025 282.50 P,PUT AUTODESK INC $282.5 EXP 01/24/25,1,,,
01/27/2025 as of 01/24/2025,Expired,ADBE 01/24/2025 405.00 P,PUT ADOBE INC $405 EXP 01/24/25,5,,,
01/27/2025 as of 01/24/2025,Expired,ADBE 01/24/2025 380.00 P,PUT ADOBE INC $380 EXP 01/24/25,3,,,
01/27/2025 as of 01/24/2025,Expired,QCOM 01/24/2025 165.00 P,PUT QUALCOMM INC $165 EXP 01/24/25,3,,,
01/27/2025 as of 01/24/2025,Expired,NKE 01/24/2025 70.00 P,PUT NIKE INC $70 EXP 01/24/25,10,,,
01/27/2025 as of 01/24/2025,Expired,HD 01/24/2025 410.00 P,PUT HOME DEPOT INC $410 EXP 01/24/25,3,,,
01/27/2025 as of 01/24/2025,Expired,HD 01/24/2025 360.00 P,PUT HOME DEPOT INC $360 EXP 01/24/25,3,,,
01/27/2025 as of 01/24/2025,Expired,HD 01/24/2025 405.00 P,PUT HOME DEPOT INC $405 EXP 01/24/25,2,,,
01/27/2025 as of 01/24/2025,Expired,CVX 01/24/2025 155.00 P,PUT CHEVRON CORP NEW $155 EXP 01/24/25,5,,,
01/27/2025 as of 01/24/2025,Expired,CRM 01/24/2025 320.00 P,PUT SALESFORCE INC $320 EXP 01/24/25,1,,,
01/27/2025 as of 01/24/2025,Expired,CAT 01/24/2025 365.00 P,PUT CATERPILLAR INC $365 EXP 01/24/25,3,,,
01/27/2025 as of 01/24/2025,Expired,CEG 01/24/2025 300.00 P,PUT CONSTELLATION ENERGY$300 EXP 01/24/25,5,,,
01/27/2025 as of 01/24/2025,Expired,AVGO 01/24/2025 225.00 P,PUT BROADCOM INC $225 EXP 01/24/25,2,,,
01/27/2025 as of 01/24/2025,Expired,AXP 01/24/2025 260.00 P,PUT AMERICAN EXPRESS CO $260 EXP 01/24/25,10,,,
01/27/2025 as of 01/24/2025,Expired,AMZN 01/24/2025 200.00 P,PUT AMAZON.COM INC $200 EXP 01/24/25,10,,,
01/27/2025 as of 01/24/2025,Assigned,MSFT 01/24/2025 437.50 C,CALL MICROSOFT CORP $437.5 EXP 01/24/25,10,,,
01/27/2025 as of 01/24/2025,Assigned,WDAY 01/24/2025 257.50 C,CALL WORKDAY INC $257.5 EXP 01/24/25,4,,,
01/27/2025 as of 01/24/2025,Assigned,CVX 01/24/2025 157.50 P,PUT CHEVRON CORP NEW $157.5 EXP 01/24/25,3,,,
01/27/2025 as of 01/24/2025,Assigned,NKE 01/24/2025 74.00 P,PUT NIKE INC $74 EXP 01/24/25,5,,,
1/24/25,Buy to Open,CVX 03/21/2025 150.00 P,PUT CHEVRON CORP NEW $150 EXP 03/21/25,5,$2.65 ,$1.30 ,"($1,326.30)"
1/24/25,Sell to Close,CVX 03/21/2025 135.00 P,PUT CHEVRON CORP NEW $135 EXP 03/21/25,5,$0.40 ,$1.32 ,$198.68 
1/24/25,Buy to Open,CVX 03/21/2025 150.00 P,PUT CHEVRON CORP NEW $150 EXP 03/21/25,3,$2.68 ,$0.78 ,($804.78)
1/24/25,Buy,CVX,CHEVRON CORP NEW,500,$156.00 ,,"($78,000.00)"
1/24/25,Sell to Open,MCD 01/31/2025 280.00 P,PUT MCDONALDS CORP $280 EXP 01/31/25,5,$0.70 ,$1.32 ,$348.68 
1/24/25,Sell to Open,GOOGL 01/31/2025 195.00 P,PUT ALPHABET INC $195 EXP 01/31/25,10,$1.14 ,$2.67 ,"$1,137.33 "
1/24/25,Buy to Close,NVDA 01/24/2025 144.00 C,CALL NVIDIA CORP $144 EXP 01/24/25,20,$0.33 ,$5.22 ,($665.22)
1/24/25,Sell,AXP,AMERICAN EXPRESS CO,200,$318.57 ,$1.80 ,"$63,712.20 "
1/24/25,Sell to Close,AXP 01/24/2025 320.00 P,PUT AMERICAN EXPRESS CO $320 EXP 01/24/25,2,$2.93 ,$0.55 ,$585.45 
1/24/25,Qualified Dividend,TOL,TOLL BROS INC,,,,$184.00 
1/23/25,Buy to Close,TSLA 01/24/2025 420.00 C,CALL TESLA INC $420 EXP 01/24/25,9,$2.33 ,$2.35 ,"($2,099.35)"
1/23/25,Sell to Close,TSLA 01/24/2025 417.50 C,CALL TESLA INC $417.5 EXP 01/24/25,9,$2.98 ,$2.45 ,"$2,679.55 "
1/23/25,Buy to Close,TSLA 01/24/2025 420.00 C,CALL TESLA INC $420 EXP 01/24/25,1,$3.12 ,$0.26 ,($312.26)
1/23/25,Sell to Close,TSLA 01/24/2025 417.50 C,CALL TESLA INC $417.5 EXP 01/24/25,1,$3.92 ,$0.27 ,$391.73 
1/23/25,Buy to Close,CAT 01/31/2025 360.00 P,PUT CATERPILLAR INC $360 EXP 01/31/25,2,$0.40 ,$0.52 ,($80.52)
1/23/25,Buy to Close,CAT 01/24/2025 385.00 P,PUT CATERPILLAR INC $385 EXP 01/24/25,3,$0.06 ,$0.78 ,($18.78)
1/23/25,Sell to Open,CAT 01/31/2025 360.00 P,PUT CATERPILLAR INC $360 EXP 01/31/25,2,$0.66 ,$0.53 ,$131.47 
1/22/25,Buy to Open,AMZN 02/07/2025 235.00 P,PUT AMAZON.COM INC $235 EXP 02/07/25,2,$8.90 ,$0.52 ,"($1,780.52)"
1/22/25,Buy,AMZN,AMAZON.COM INC,200,$233.80 ,,"($46,760.00)"
1/22/25,Sell to Open,TOL 01/31/2025 129.00 P,PUT TOLL BROS INC $129 EXP 01/31/25,3,$0.68 ,$0.80 ,$203.20 
1/22/25,Sell to Open,HD 01/24/2025 405.00 P,PUT HOME DEPOT INC $405 EXP 01/24/25,2,$0.54 ,$0.53 ,$107.47 
1/22/25,Buy to Open,AXP 01/24/2025 320.00 P,PUT AMERICAN EXPRESS CO $320 EXP 01/24/25,2,$5.97 ,$0.52 ,"($1,194.52)"
1/22/25,Buy,AXP,AMERICAN EXPRESS CO,200,$320.80 ,,"($64,160.00)"
1/22/25,Sell to Open,NKE 01/24/2025 74.00 P,PUT NIKE INC $74 EXP 01/24/25,5,$0.53 ,$1.32 ,$263.68 
